travelCode,User_ID,Departure,Arrival,Assigned Hotel,Stars,Check-in Date,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Cost per Night,Amenities,Days of Stay,Total Cost,Check-Out Date
90761,896,Guwahati,Ludhiana,Hyatt Regency Ludhiana,5,2022-11-10,Executive,12921.0,3,1,2,25842.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",7,180894.0,2022-11-17
90764,896,Navi Mumbai,Ludhiana,Hyatt Regency Ludhiana,5,2022-12-01,Deluxe,10933.0,4,0,2,21866.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",2,43732.0,2022-12-03
90769,896,Mopa,Srinagar,Hotel Ahdoos,2,2023-02-05,Deluxe,2963.0,2,0,1,2963.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",6,17778.0,2023-02-11
90770,896,Mopa,Kolkata,Hotel Emirates,1,2023-02-12,Deluxe,1406.0,3,0,2,2812.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",6,16872.0,2023-02-18
90773,896,Dehradun,Hyderabad,Hotel Geetanjali,4,2023-02-02,Executive,7728.0,1,0,1,7728.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",5,38640.0,2023-02-07
90774,896,Amritsar,Jaipur,The Oberoi Rajvilas,5,2023-02-09,Suite,13508.0,4,3,4,54032.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",5,270160.0,2023-02-14
90778,896,Jamshedpur,Ahmedabad,Hyatt Regency Ahmedabad,5,2023-03-09,Executive,10657.0,4,0,2,21314.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",2,42628.0,2023-03-11
90782,896,Puri,Tirupati,Marasa Sarovar Premiere,5,2023-04-06,Suite,16251.0,1,0,1,16251.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",7,113757.0,2023-04-13
90784,896,Pune,Coimbatore,Hotel City Tower,1,2023-04-20,Suite,1732.0,1,1,1,1732.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",4,6928.0,2023-04-24
90785,896,Indore,Raigarh,Hotel Jindal Regency,2,2023-04-27,Executive,3561.0,4,0,2,7122.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,7122.0,2023-04-28
90786,896,Visakhapatnam,Diu,Radhika Beach Resort,5,2023-05-04,Suite,16095.0,4,3,4,64380.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",3,193140.0,2023-05-07
90787,896,Jaipur,Puducherry,Hotel Coramandal Heritage,1,2023-05-11,Deluxe,2027.0,4,2,3,6081.0,"['Wi-Fi', 'Parking']",2,12162.0,2023-05-13
90788,897,Navi Mumbai,Kullu-Manali,Hotel Snow Park,2,2019-09-26,Deluxe,3165.0,2,0,1,3165.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,22155.0,2019-10-03
90791,897,Ahmedabad,Ayodhya,Hotel Krishna Palace,2,2019-10-17,Deluxe,2866.0,2,0,1,2866.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,17196.0,2019-10-23
90792,897,Diu,Visakhapatnam,Novotel Visakhapatnam Varun Beach,5,2019-10-24,Executive,10462.0,1,1,1,10462.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,31386.0,2019-10-27
90796,897,Vadodara,Chandigarh,Taj Chandigarh,5,2019-11-21,Deluxe,10864.0,3,1,2,21728.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",6,130368.0,2019-11-27
90797,897,Delhi NCR,Prayagraj,Grand Continental Hotel,4,2019-11-28,Executive,8196.0,2,3,2,16392.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,49176.0,2019-12-01
90803,897,Jamshedpur,Kota,Hotel The Grand Chandiram,4,2020-01-09,Executive,8046.0,4,2,3,24138.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,96552.0,2020-01-13
90809,897,Ayodhya,Puri,MAYFAIR Waves,4,2020-02-20,Executive,9058.0,1,0,1,9058.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,27174.0,2020-02-23
90814,897,Patna,Gangtok,WelcomHeritage Denzong Regency,4,2020-03-26,Suite,7731.0,2,2,2,15462.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",6,92772.0,2020-04-01
90819,897,Puducherry,Mumbai,Residency Hotel,3,2020-01-05,Executive,4009.0,4,0,2,8018.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",7,56126.0,2020-01-12
90823,897,Hisar,Ayodhya,Hotel Panchsheel,1,2020-05-28,Suite,1923.0,3,2,3,5769.0,"['Wi-Fi', 'Parking', 'Breakfast']",1,5769.0,2020-05-29
90824,897,Bengaluru,Diu,Radhika Beach Resort,5,2020-06-04,Suite,16095.0,2,1,2,32190.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",7,225330.0,2020-06-11
90825,897,Mopa,Imphal,Hotel Krishtina,1,2020-07-11,Suite,1728.0,2,3,2,3456.0,"['Wi-Fi', 'Parking', 'Breakfast']",5,17280.0,2020-07-16
90829,897,Ahmedabad,Pune,Conrad Pune,5,2020-07-09,Executive,11986.0,1,1,1,11986.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,83902.0,2020-07-16
90830,897,Vadodara,Srinagar,Hotel Ahdoos,2,2020-07-16,Executive,3502.0,2,3,2,7004.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",2,14008.0,2020-07-18
90836,897,Chennai,Coimbatore,Le Meridien Coimbatore,4,2020-08-27,Deluxe,6335.0,4,1,3,19005.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",1,19005.0,2020-08-28
90839,897,Dabolim,Bilaspur,Hotel Central Point International,5,2020-09-17,Suite,13305.0,3,2,3,39915.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",6,239490.0,2020-09-23
90846,897,Dabolim,Shimla,Radisson Hotel Shimla,4,2020-11-05,Deluxe,6750.0,1,1,1,6750.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,20250.0,2020-11-08
90848,897,Puducherry,Raigarh,Hotel Trinity Grand,4,2020-11-19,Suite,9345.0,3,1,2,18690.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,93450.0,2020-11-24
90850,897,Chandigarh,Ludhiana,Hotel Gulmor,3,2020-12-03,Suite,5878.0,1,0,1,5878.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",1,5878.0,2020-12-04
90851,897,Itanagar,Diu,Kostamar Beach Resort,3,2020-12-10,Deluxe,3814.0,3,1,2,7628.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,15256.0,2020-12-12
90852,897,Patna,Bengaluru,Hotel Empire,1,2020-12-17,Suite,2364.0,4,0,2,4728.0,"['Wi-Fi', 'Parking', 'Breakfast']",2,9456.0,2020-12-19
90854,897,Srinagar,Bilaspur,Hotel East Park,2,2020-12-31,Deluxe,2740.0,2,2,2,5480.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,32880.0,2021-01-06
90855,897,Delhi NCR,Varanasi,Hotel Buddha,1,2021-01-07,Deluxe,1456.0,3,1,2,2912.0,"['Wi-Fi', 'Parking']",5,14560.0,2021-01-12
90857,897,Pune,Mumbai,Residency Hotel,3,2021-01-21,Deluxe,3392.0,1,0,1,3392.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,13568.0,2021-01-25
90861,897,Chennai,Raipur,Courtyard by Marriott Raipur,5,2021-02-18,Executive,10604.0,2,2,2,21208.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,63624.0,2021-02-21
90863,897,Varanasi,Itanagar,Hotel Todo,2,2021-03-04,Deluxe,2537.0,2,0,1,2537.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,12685.0,2021-03-09
90871,897,Puri,Raigarh,Hotel Ans International,3,2021-04-29,Deluxe,3705.0,2,3,2,7410.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",1,7410.0,2021-04-30
90874,897,Diu,Surat,Lords Plaza Surat,3,2021-05-20,Deluxe,4154.0,1,0,1,4154.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,16616.0,2021-05-24
90877,897,Ludhiana,Hisar,Hotel Relax,2,2021-07-10,Executive,3689.0,2,3,2,7378.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,44268.0,2021-07-16
90883,897,Puri,Srinagar,Hotel Comrade Inn,3,2021-07-22,Suite,5901.0,3,2,3,17703.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,70812.0,2021-07-26
90886,897,Bengaluru,Hyderabad,Radisson Blu Plaza,4,2021-09-12,Suite,9861.0,2,2,2,19722.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",6,118332.0,2021-09-18
90892,897,Navi Mumbai,Mysuru,The Quorum,3,2021-09-23,Suite,5532.0,4,2,3,16596.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",2,33192.0,2021-09-25
90895,897,Kolkata,Guwahati,Hotel Dynasty,4,2021-10-14,Suite,9345.0,1,2,1,9345.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,65415.0,2021-10-21
90898,897,Shimla,Thiruvananthapuram,Hotel Prathiba Heritage,2,2021-11-04,Suite,4090.0,2,3,2,8180.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,16360.0,2021-11-06
90902,897,Srinagar,Bhopal,Hotel Gaurav Palace,1,2021-12-02,Deluxe,1896.0,2,0,1,1896.0,"['Wi-Fi', 'Parking']",1,1896.0,2021-12-03
90909,897,Chandigarh,Raipur,Hotel Simran,1,2022-01-21,Executive,1537.0,4,3,4,6148.0,"['Wi-Fi', 'Parking']",2,12296.0,2022-01-23
90911,897,Prayagraj,Puri,Hotel Gandhara,2,2022-02-03,Suite,3674.0,2,2,2,7348.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",5,36740.0,2022-02-08
90912,897,Chennai,Kolkata,Hotel Dee Empresa,2,2022-03-10,Deluxe,2915.0,2,3,2,5830.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",2,11660.0,2022-03-12
90914,897,Itanagar,Guwahati,Radisson Blu Hotel Guwahati,5,2022-02-24,Executive,11341.0,1,2,1,11341.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",3,34023.0,2022-02-27
90915,897,Guwahati,Varanasi,Hotel Buddha,1,2022-03-03,Executive,1721.0,2,3,2,3442.0,"['Wi-Fi', 'Parking', 'Housekeeping']",7,24094.0,2022-03-10
90918,897,Khowai,Visakhapatnam,The Gateway Hotel Beach Road,4,2022-03-24,Suite,7562.0,1,0,1,7562.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",1,7562.0,2022-03-25
90922,897,Ludhiana,Bilaspur,Hotel Central Point International,5,2022-04-22,Suite,13305.0,4,1,3,39915.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",7,279405.0,2022-04-29
90924,897,Ranchi,Nashik,Hotel Sai Palace,2,2022-05-05,Executive,3154.0,3,2,3,9462.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,66234.0,2022-05-12
90925,897,Itanagar,Dehradun,Lemon Tree Hotel,4,2022-06-12,Executive,6926.0,3,1,2,13852.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",7,96964.0,2022-06-19
90927,897,Visakhapatnam,Delhi NCR,The Hans,3,2022-05-26,Suite,6510.0,1,1,1,6510.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,26040.0,2022-05-30
90931,897,Pune,Imphal,Hotel Imphal,2,2022-06-23,Deluxe,3259.0,3,0,2,6518.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",2,13036.0,2022-06-25
90935,897,Kullu-Manali,Diu,Kostamar Beach Resort,3,2022-07-21,Suite,5200.0,3,2,3,15600.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,31200.0,2022-07-23
90940,897,Khowai,Thiruvananthapuram,Mascot Hotel,4,2022-08-25,Executive,7994.0,2,2,2,15988.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,47964.0,2022-08-28
90942,898,Hyderabad,Navi Mumbai,Royal Orchid Central Grazia,3,2019-09-26,Deluxe,4259.0,3,1,2,8518.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,8518.0,2019-09-27
90945,898,Visakhapatnam,Raigarh,Hotel Shreshtha,1,2019-10-17,Executive,1885.0,1,0,1,1885.0,"['Wi-Fi', 'Parking', 'Breakfast']",4,7540.0,2019-10-21
90948,898,Gwalior,Diu,Hotel Apaar,2,2019-11-07,Deluxe,3223.0,3,0,2,6446.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,25784.0,2019-11-11
90951,898,Coimbatore,Mysuru,Hotel Aditya,2,2019-11-28,Suite,3957.0,4,0,2,7914.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",7,55398.0,2019-12-05
90955,898,Srinagar,Vijayawada,The Kay Hotel,3,2019-12-26,Suite,7098.0,1,1,1,7098.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",6,42588.0,2020-01-01
90956,898,Raigarh,Bhopal,Hotel Gaurav Palace,1,2020-01-02,Deluxe,1896.0,4,3,4,7584.0,"['Wi-Fi', 'Parking']",1,7584.0,2020-01-03
90960,898,Bilaspur,Bhubaneswar,Swosti Premium,4,2020-01-30,Deluxe,7442.0,2,1,2,14884.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,44652.0,2020-02-02
90963,898,Jamshedpur,Hyderabad,Radisson Blu Plaza,4,2020-02-20,Deluxe,7231.0,2,2,2,14462.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",4,57848.0,2020-02-24
90969,898,Coimbatore,Navi Mumbai,Royal Orchid Central Grazia,3,2020-04-02,Executive,5034.0,3,0,2,10068.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,20136.0,2020-04-04
90970,898,Chandigarh,Mopa,Hotel Hill Rock,1,2020-04-09,Suite,2450.0,3,1,2,4900.0,"['Wi-Fi', 'Parking']",5,24500.0,2020-04-14
90972,898,Diu,Bilaspur,Hotel Intercity International,3,2020-04-23,Executive,5036.0,1,1,1,5036.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",7,35252.0,2020-04-30
90980,898,Indore,Ayodhya,Hotel Panchsheel,1,2020-06-18,Deluxe,1410.0,4,1,3,4230.0,"['Wi-Fi', 'Parking', 'Breakfast']",6,25380.0,2020-06-24
90982,898,Mumbai,Tirupati,Hotel Sandeep Residency,1,2020-07-02,Executive,1511.0,4,0,2,3022.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",7,21154.0,2020-07-09
90990,898,Gangtok,Jamshedpur,Hotel South Park,1,2020-08-27,Deluxe,2009.0,2,3,2,4018.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",4,16072.0,2020-08-31
90996,898,Vadodara,Mumbai,The Taj Mahal Palace,5,2020-10-08,Suite,16028.0,4,2,3,48084.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",7,336588.0,2020-10-15
91001,898,Bhubaneswar,Kota,Hotel Lilac,3,2020-12-12,Executive,4702.0,3,2,3,14106.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",2,28212.0,2020-12-14
91003,898,Ranchi,Chandigarh,Taj Chandigarh,5,2020-11-26,Executive,12839.0,1,0,1,12839.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",2,25678.0,2020-11-28
91007,898,Puducherry,Amritsar,Hotel Hong Kong Inn,3,2020-12-24,Suite,4616.0,3,2,3,13848.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",1,13848.0,2020-12-25
91010,898,Imphal,Gwalior,Hotel Radiance,2,2021-01-14,Suite,3690.0,1,1,1,3690.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,25830.0,2021-01-21
91012,898,Ahmedabad,Udaipur,Taj Lake Palace,5,2021-01-28,Executive,12744.0,1,1,1,12744.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",2,25488.0,2021-01-30
91015,898,Mopa,Ahmedabad,Fortune Landmark,4,2021-02-18,Suite,7617.0,2,0,1,7617.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,30468.0,2021-02-22
91016,898,Surat,Raigarh,Hotel Shreshtha,1,2021-02-25,Executive,1885.0,2,3,2,3770.0,"['Wi-Fi', 'Parking', 'Housekeeping']",1,3770.0,2021-02-26
91021,898,Nashik,Gwalior,Clarks Inn Suites,4,2021-04-01,Deluxe,7572.0,4,3,4,30288.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,60576.0,2021-04-03
91025,898,Varanasi,Chandigarh,Hotel Park Inn,1,2021-04-29,Suite,2700.0,3,1,2,5400.0,"['Wi-Fi', 'Parking']",6,32400.0,2021-05-05
91026,898,Guwahati,Raipur,Hotel Grand Arjun,2,2021-05-06,Deluxe,2215.0,3,1,2,4430.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,4430.0,2021-05-07
91032,898,Jaipur,Pune,Hotel Orchard,2,2021-06-17,Deluxe,3259.0,1,2,1,3259.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",2,6518.0,2021-06-19
91038,898,Ayodhya,Varanasi,Hotel Hindusthan International,3,2021-07-29,Executive,6319.0,1,2,1,6319.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,12638.0,2021-07-31
91047,898,Mysuru,Raigarh,Hotel Ans International,3,2021-01-10,Executive,4378.0,4,3,4,17512.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,105072.0,2021-01-16
91049,898,Dabolim,Puducherry,Le Dupleix,3,2021-10-14,Executive,4293.0,1,2,1,4293.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",6,25758.0,2021-10-20
91050,898,Hisar,Guwahati,Hotel Atithi,2,2021-10-22,Deluxe,2612.0,2,3,2,5224.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",6,31344.0,2021-10-28
91052,898,Prayagraj,Chandigarh,Taj Chandigarh,5,2021-11-04,Suite,14814.0,1,0,1,14814.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",6,88884.0,2021-11-10
91054,898,Hisar,Kolkata,Hotel Emirates,1,2021-11-19,Suite,1917.0,2,3,2,3834.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",5,19170.0,2021-11-24
91055,898,Hyderabad,Bengaluru,The Leela Palace Bengaluru,5,2021-11-25,Deluxe,10421.0,2,3,2,20842.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,125052.0,2021-12-01
91058,898,Dabolim,Visakhapatnam,The Gateway Hotel Beach Road,4,2021-12-16,Deluxe,5545.0,1,0,1,5545.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",1,5545.0,2021-12-17
91064,898,Indore,Ranchi,Hotel Anjali,1,2022-01-27,Executive,1446.0,1,1,1,1446.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",7,10122.0,2022-02-03
91066,898,Prayagraj,Vadodara,Hotel Alpha,2,2022-02-10,Suite,3171.0,2,3,2,6342.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",5,31710.0,2022-02-15
91068,898,Shimla,Indore,Radisson Blu Hotel Indore,4,2022-02-24,Deluxe,7085.0,3,2,3,21255.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,63765.0,2022-02-27
91069,898,Amritsar,Mumbai,The Orchid Mumbai,4,2022-03-03,Suite,7916.0,2,1,2,15832.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,94992.0,2022-03-09
91071,898,Shillong,Gangtok,Hotel Tashi Delek,2,2022-03-17,Executive,3453.0,3,2,3,10359.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,62154.0,2022-03-23
91074,898,Khowai,Dehradun,Hotel Abhinandan,1,2022-04-07,Suite,2968.0,1,1,1,2968.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",5,14840.0,2022-04-12
91075,898,Chennai,Prayagraj,Grand Continental Hotel,4,2022-04-14,Suite,9458.0,2,0,1,9458.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,18916.0,2022-04-16
91077,898,Ayodhya,Vijayawada,Novotel Vijayawada Varun,5,2022-04-28,Suite,16104.0,1,0,1,16104.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",5,80520.0,2022-05-03
91078,898,Bilaspur,Amritsar,Hotel City Castle,1,2022-05-05,Deluxe,1356.0,1,1,1,1356.0,"['Wi-Fi', 'Parking']",7,9492.0,2022-05-12
91082,898,Kota,Shimla,Radisson Hotel Shimla,4,2022-06-02,Executive,7977.0,2,0,1,7977.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,7977.0,2022-06-03
91083,898,Ahmedabad,Ludhiana,Hotel Maharaja Regency,2,2022-06-09,Executive,3574.0,2,3,2,7148.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",5,35740.0,2022-06-14
91084,898,Delhi NCR,Dehradun,Four Points by Sheraton,5,2022-06-16,Deluxe,10528.0,1,2,1,10528.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",4,42112.0,2022-06-20
91087,898,Shimla,Dehradun,Four Points by Sheraton,5,2022-08-07,Executive,12442.0,3,3,3,37326.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",2,74652.0,2022-08-09
91088,898,Delhi NCR,Varanasi,Ramada Plaza JHV,4,2022-07-14,Executive,7582.0,1,1,1,7582.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",5,37910.0,2022-07-19
