guest_id,pax_id,special_requests,frequent_stay_hotel
GUEST05246,PAX05246,Late Check-out,HOTEL278
GUEST05247,PAX05247,None,HOTEL118
GUEST05248,PAX05248,Early Check-in,HOTEL475
GUEST05249,PAX05249,Extra Bed,HOTEL350
GUEST05250,PAX05250,Late Check-out,HOTEL499
GUEST05251,PAX05251,Late Check-out,HOTEL364
GUEST05252,PAX05252,Late Check-out,HOTEL78
GUEST05253,PAX05253,Early Check-in,HOTEL195
GUEST05254,PAX05254,Early Check-in,HOTEL45
GUEST05255,PAX05255,Early Check-in,HOTEL429
GUEST05256,PAX05256,Late Check-out,HOTEL20
GUEST05257,PAX05257,Early Check-in,HOTEL266
GUEST05258,PAX05258,None,HOTEL323
GUEST05259,PAX05259,None,HOTEL120
GUEST05260,PAX05260,None,HOTEL221
GUEST05261,PAX05261,Late Check-out,HOTEL453
GUEST05262,PAX05262,Extra Bed,HOTEL270
GUEST05263,PAX05263,None,HOTEL50
GUEST05264,PAX05264,Extra Bed,HOTEL194
GUEST05265,PAX05265,None,HOTEL8
GUEST05266,PAX05266,Early Check-in,HOTEL407
GUEST05267,PAX05267,None,HOTEL31
GUEST05268,PAX05268,Late Check-out,HOTEL431
GUEST05269,PAX05269,None,HOTEL371
GUEST05270,PAX05270,Late Check-out,HOTEL387
GUEST05271,PAX05271,None,HOTEL137
GUEST05272,PAX05272,Late Check-out,HOTEL312
GUEST05273,PAX05273,Early Check-in,HOTEL134
GUEST05274,PAX05274,Extra Bed,HOTEL377
GUEST05275,PAX05275,Early Check-in,HOTEL272
GUEST05276,PAX05276,Late Check-out,HOTEL432
GUEST05277,PAX05277,Late Check-out,HOTEL14
GUEST05278,PAX05278,Late Check-out,HOTEL226
GUEST05279,PAX05279,Extra Bed,HOTEL344
GUEST05280,PAX05280,Extra Bed,HOTEL40
GUEST05281,PAX05281,Late Check-out,HOTEL483
GUEST05282,PAX05282,Late Check-out,HOTEL428
GUEST05283,PAX05283,Late Check-out,HOTEL290
GUEST05284,PAX05284,Extra Bed,HOTEL230
GUEST05285,PAX05285,Late Check-out,HOTEL61
GUEST05286,PAX05286,Late Check-out,HOTEL171
GUEST05287,PAX05287,None,HOTEL475
GUEST05288,PAX05288,Early Check-in,HOTEL154
GUEST05289,PAX05289,Early Check-in,HOTEL266
GUEST05290,PAX05290,Late Check-out,HOTEL46
GUEST05291,PAX05291,None,HOTEL50
GUEST05292,PAX05292,Early Check-in,HOTEL135
GUEST05293,PAX05293,None,HOTEL180
GUEST05294,PAX05294,Late Check-out,HOTEL80
GUEST05295,PAX05295,None,HOTEL385
GUEST05296,PAX05296,Extra Bed,HOTEL366
GUEST05297,PAX05297,Early Check-in,HOTEL236
GUEST05298,PAX05298,Extra Bed,HOTEL286
GUEST05299,PAX05299,None,HOTEL169
GUEST05300,PAX05300,None,HOTEL274
GUEST05301,PAX05301,Extra Bed,HOTEL289
GUEST05302,PAX05302,Late Check-out,HOTEL80
GUEST05303,PAX05303,Early Check-in,HOTEL434
GUEST05304,PAX05304,None,HOTEL458
GUEST05305,PAX05305,Early Check-in,HOTEL398
GUEST05306,PAX05306,Late Check-out,HOTEL213
GUEST05307,PAX05307,Early Check-in,HOTEL458
GUEST05308,PAX05308,Early Check-in,HOTEL450
GUEST05309,PAX05309,None,HOTEL343
GUEST05310,PAX05310,Late Check-out,HOTEL481
GUEST05311,PAX05311,Late Check-out,HOTEL472
GUEST05312,PAX05312,Early Check-in,HOTEL42
GUEST05313,PAX05313,Extra Bed,HOTEL91
GUEST05314,PAX05314,None,HOTEL222
GUEST05315,PAX05315,Late Check-out,HOTEL309
GUEST05316,PAX05316,Late Check-out,HOTEL334
GUEST05317,PAX05317,Early Check-in,HOTEL157
GUEST05318,PAX05318,None,HOTEL37
GUEST05319,PAX05319,None,HOTEL335
GUEST05320,PAX05320,Extra Bed,HOTEL350
GUEST05321,PAX05321,Late Check-out,HOTEL393
GUEST05322,PAX05322,Late Check-out,HOTEL309
GUEST05323,PAX05323,None,HOTEL273
GUEST05324,PAX05324,Late Check-out,HOTEL280
GUEST05325,PAX05325,Extra Bed,HOTEL372
GUEST05326,PAX05326,None,HOTEL312
GUEST05327,PAX05327,Early Check-in,HOTEL225
GUEST05328,PAX05328,Early Check-in,HOTEL171
GUEST05329,PAX05329,Late Check-out,HOTEL413
GUEST05330,PAX05330,Extra Bed,HOTEL149
GUEST05331,PAX05331,Extra Bed,HOTEL350
GUEST05332,PAX05332,Extra Bed,HOTEL127
GUEST05333,PAX05333,Extra Bed,HOTEL427
GUEST05334,PAX05334,None,HOTEL406
GUEST05335,PAX05335,Late Check-out,HOTEL196
GUEST05336,PAX05336,Late Check-out,HOTEL166
GUEST05337,PAX05337,Extra Bed,HOTEL405
GUEST05338,PAX05338,None,HOTEL260
GUEST05339,PAX05339,Early Check-in,HOTEL431
GUEST05340,PAX05340,Early Check-in,HOTEL132
GUEST05341,PAX05341,None,HOTEL318
GUEST05342,PAX05342,Early Check-in,HOTEL374
GUEST05343,PAX05343,Late Check-out,HOTEL404
GUEST05344,PAX05344,Late Check-out,HOTEL114
GUEST05345,PAX05345,Early Check-in,HOTEL44
GUEST05346,PAX05346,Late Check-out,HOTEL68
GUEST05347,PAX05347,Early Check-in,HOTEL364
GUEST05348,PAX05348,Early Check-in,HOTEL3
GUEST05349,PAX05349,Late Check-out,HOTEL436
GUEST05350,PAX05350,Late Check-out,HOTEL219
GUEST05351,PAX05351,Extra Bed,HOTEL396
GUEST05352,PAX05352,None,HOTEL391
GUEST05353,PAX05353,None,HOTEL120
GUEST05354,PAX05354,None,HOTEL185
GUEST05355,PAX05355,None,HOTEL38
GUEST05356,PAX05356,Early Check-in,HOTEL229
GUEST05357,PAX05357,Late Check-out,HOTEL319
GUEST05358,PAX05358,None,HOTEL276
GUEST05359,PAX05359,Extra Bed,HOTEL226
GUEST05360,PAX05360,Early Check-in,HOTEL304
GUEST05361,PAX05361,Extra Bed,HOTEL133
GUEST05362,PAX05362,Late Check-out,HOTEL387
GUEST05363,PAX05363,Extra Bed,HOTEL90
GUEST05364,PAX05364,Late Check-out,HOTEL337
GUEST05365,PAX05365,Extra Bed,HOTEL322
GUEST05366,PAX05366,Extra Bed,HOTEL408
GUEST05367,PAX05367,Early Check-in,HOTEL318
GUEST05368,PAX05368,Late Check-out,HOTEL496
GUEST05369,PAX05369,Early Check-in,HOTEL457
GUEST05370,PAX05370,None,HOTEL426
GUEST05371,PAX05371,Late Check-out,HOTEL377
GUEST05372,PAX05372,Extra Bed,HOTEL346
GUEST05373,PAX05373,Early Check-in,HOTEL376
GUEST05374,PAX05374,Extra Bed,HOTEL207
GUEST05375,PAX05375,None,HOTEL72
GUEST05376,PAX05376,None,HOTEL369
GUEST05377,PAX05377,Late Check-out,HOTEL297
GUEST05378,PAX05378,Early Check-in,HOTEL346
GUEST05379,PAX05379,Extra Bed,HOTEL394
GUEST05380,PAX05380,Early Check-in,HOTEL298
GUEST05381,PAX05381,Extra Bed,HOTEL29
GUEST05382,PAX05382,Late Check-out,HOTEL98
GUEST05383,PAX05383,Extra Bed,HOTEL222
GUEST05384,PAX05384,Late Check-out,HOTEL140
GUEST05385,PAX05385,Extra Bed,HOTEL317
GUEST05386,PAX05386,Late Check-out,HOTEL151
GUEST05387,PAX05387,Late Check-out,HOTEL489
GUEST05388,PAX05388,Early Check-in,HOTEL190
GUEST05389,PAX05389,None,HOTEL370
GUEST05390,PAX05390,None,HOTEL234
GUEST05391,PAX05391,Early Check-in,HOTEL253
GUEST05392,PAX05392,Late Check-out,HOTEL122
GUEST05393,PAX05393,Extra Bed,HOTEL322
GUEST05394,PAX05394,Extra Bed,HOTEL110
GUEST05395,PAX05395,Early Check-in,HOTEL104
GUEST05396,PAX05396,Extra Bed,HOTEL449
GUEST05397,PAX05397,Early Check-in,HOTEL209
GUEST05398,PAX05398,None,HOTEL315
GUEST05399,PAX05399,Extra Bed,HOTEL136
GUEST05400,PAX05400,Late Check-out,HOTEL474
GUEST05401,PAX05401,None,HOTEL4
GUEST05402,PAX05402,Extra Bed,HOTEL272
GUEST05403,PAX05403,Extra Bed,HOTEL470
GUEST05404,PAX05404,None,HOTEL177
GUEST05405,PAX05405,Extra Bed,HOTEL93
GUEST05406,PAX05406,None,HOTEL9
GUEST05407,PAX05407,Late Check-out,HOTEL232
GUEST05408,PAX05408,None,HOTEL486
GUEST05409,PAX05409,Late Check-out,HOTEL7
GUEST05410,PAX05410,None,HOTEL478
GUEST05411,PAX05411,None,HOTEL61
GUEST05412,PAX05412,Early Check-in,HOTEL377
GUEST05413,PAX05413,Late Check-out,HOTEL434
GUEST05414,PAX05414,Early Check-in,HOTEL496
GUEST05415,PAX05415,Extra Bed,HOTEL342
GUEST05416,PAX05416,Late Check-out,HOTEL113
GUEST05417,PAX05417,Extra Bed,HOTEL23
GUEST05418,PAX05418,None,HOTEL204
GUEST05419,PAX05419,None,HOTEL45
GUEST05420,PAX05420,Extra Bed,HOTEL198
GUEST05421,PAX05421,Early Check-in,HOTEL399
GUEST05422,PAX05422,Extra Bed,HOTEL133
GUEST05423,PAX05423,Extra Bed,HOTEL310
GUEST05424,PAX05424,None,HOTEL49
GUEST05425,PAX05425,None,HOTEL37
GUEST05426,PAX05426,Early Check-in,HOTEL103
GUEST05427,PAX05427,Extra Bed,HOTEL137
GUEST05428,PAX05428,None,HOTEL216
GUEST05429,PAX05429,Extra Bed,HOTEL111
GUEST05430,PAX05430,Early Check-in,HOTEL326
GUEST05431,PAX05431,None,HOTEL58
GUEST05432,PAX05432,None,HOTEL207
GUEST05433,PAX05433,Late Check-out,HOTEL335
GUEST05434,PAX05434,Extra Bed,HOTEL122
GUEST05435,PAX05435,None,HOTEL341
GUEST05436,PAX05436,Extra Bed,HOTEL499
GUEST05437,PAX05437,Early Check-in,HOTEL175
GUEST05438,PAX05438,None,HOTEL82
GUEST05439,PAX05439,Early Check-in,HOTEL97
GUEST05440,PAX05440,Late Check-out,HOTEL498
GUEST05441,PAX05441,Late Check-out,HOTEL332
GUEST05442,PAX05442,Late Check-out,HOTEL286
GUEST05443,PAX05443,None,HOTEL152
GUEST05444,PAX05444,Late Check-out,HOTEL214
GUEST05445,PAX05445,Extra Bed,HOTEL436
GUEST05446,PAX05446,None,HOTEL411
GUEST05447,PAX05447,Early Check-in,HOTEL98
GUEST05448,PAX05448,Early Check-in,HOTEL357
GUEST05449,PAX05449,Early Check-in,HOTEL101
GUEST05450,PAX05450,None,HOTEL426
GUEST05451,PAX05451,None,HOTEL73
GUEST05452,PAX05452,None,HOTEL27
GUEST05453,PAX05453,Early Check-in,HOTEL363
GUEST05454,PAX05454,None,HOTEL4
GUEST05455,PAX05455,Late Check-out,HOTEL185
GUEST05456,PAX05456,Extra Bed,HOTEL27
GUEST05457,PAX05457,Late Check-out,HOTEL34
GUEST05458,PAX05458,Early Check-in,HOTEL87
GUEST05459,PAX05459,Extra Bed,HOTEL433
GUEST05460,PAX05460,Extra Bed,HOTEL124
GUEST05461,PAX05461,None,HOTEL147
GUEST05462,PAX05462,Late Check-out,HOTEL470
GUEST05463,PAX05463,Early Check-in,HOTEL133
GUEST05464,PAX05464,Extra Bed,HOTEL111
GUEST05465,PAX05465,Early Check-in,HOTEL461
GUEST05466,PAX05466,None,HOTEL262
GUEST05467,PAX05467,None,HOTEL111
GUEST05468,PAX05468,Extra Bed,HOTEL242
GUEST05469,PAX05469,None,HOTEL41
GUEST05470,PAX05470,Late Check-out,HOTEL473
GUEST05471,PAX05471,None,HOTEL72
GUEST05472,PAX05472,Extra Bed,HOTEL405
GUEST05473,PAX05473,Early Check-in,HOTEL161
GUEST05474,PAX05474,Extra Bed,HOTEL2
GUEST05475,PAX05475,Late Check-out,HOTEL387
GUEST05476,PAX05476,None,HOTEL230
GUEST05477,PAX05477,Extra Bed,HOTEL201
GUEST05478,PAX05478,None,HOTEL86
GUEST05479,PAX05479,None,HOTEL119
GUEST05480,PAX05480,Late Check-out,HOTEL132
GUEST05481,PAX05481,Late Check-out,HOTEL333
GUEST05482,PAX05482,Extra Bed,HOTEL276
GUEST05483,PAX05483,None,HOTEL248
GUEST05484,PAX05484,Extra Bed,HOTEL40
GUEST05485,PAX05485,Early Check-in,HOTEL63
GUEST05486,PAX05486,Extra Bed,HOTEL497
GUEST05487,PAX05487,None,HOTEL450
GUEST05488,PAX05488,Late Check-out,HOTEL312
GUEST05489,PAX05489,Early Check-in,HOTEL95
GUEST05490,PAX05490,None,HOTEL51
GUEST05491,PAX05491,Extra Bed,HOTEL235
GUEST05492,PAX05492,Late Check-out,HOTEL197
GUEST05493,PAX05493,Late Check-out,HOTEL165
GUEST05494,PAX05494,None,HOTEL246
GUEST05495,PAX05495,None,HOTEL15
GUEST05496,PAX05496,None,HOTEL91
GUEST05497,PAX05497,Late Check-out,HOTEL355
GUEST05498,PAX05498,None,HOTEL90
GUEST05499,PAX05499,Early Check-in,HOTEL24
GUEST05500,PAX05500,Late Check-out,HOTEL452
GUEST05501,PAX05501,Early Check-in,HOTEL491
GUEST05502,PAX05502,Early Check-in,HOTEL286
GUEST05503,PAX05503,Late Check-out,HOTEL208
GUEST05504,PAX05504,Extra Bed,HOTEL483
GUEST05505,PAX05505,None,HOTEL93
GUEST05506,PAX05506,Extra Bed,HOTEL332
GUEST05507,PAX05507,Early Check-in,HOTEL95
GUEST05508,PAX05508,Early Check-in,HOTEL109
GUEST05509,PAX05509,Extra Bed,HOTEL261
GUEST05510,PAX05510,Late Check-out,HOTEL449
GUEST05511,PAX05511,Extra Bed,HOTEL334
GUEST05512,PAX05512,Early Check-in,HOTEL325
GUEST05513,PAX05513,Late Check-out,HOTEL413
GUEST05514,PAX05514,None,HOTEL2
GUEST05515,PAX05515,None,HOTEL146
GUEST05516,PAX05516,Late Check-out,HOTEL251
GUEST05517,PAX05517,Late Check-out,HOTEL418
GUEST05518,PAX05518,Extra Bed,HOTEL313
GUEST05519,PAX05519,Extra Bed,HOTEL204
GUEST05520,PAX05520,Extra Bed,HOTEL422
GUEST05521,PAX05521,Early Check-in,HOTEL243
GUEST05522,PAX05522,Early Check-in,HOTEL177
GUEST05523,PAX05523,None,HOTEL193
GUEST05524,PAX05524,Early Check-in,HOTEL32
GUEST05525,PAX05525,Late Check-out,HOTEL301
GUEST05526,PAX05526,None,HOTEL5
GUEST05527,PAX05527,Early Check-in,HOTEL201
GUEST05528,PAX05528,Extra Bed,HOTEL91
GUEST05529,PAX05529,None,HOTEL457
GUEST05530,PAX05530,Early Check-in,HOTEL106
GUEST05531,PAX05531,None,HOTEL475
GUEST05532,PAX05532,Early Check-in,HOTEL415
GUEST05533,PAX05533,Late Check-out,HOTEL332
GUEST05534,PAX05534,None,HOTEL402
GUEST05535,PAX05535,Extra Bed,HOTEL227
GUEST05536,PAX05536,Early Check-in,HOTEL362
GUEST05537,PAX05537,Early Check-in,HOTEL398
GUEST05538,PAX05538,Extra Bed,HOTEL283
GUEST05539,PAX05539,Extra Bed,HOTEL241
GUEST05540,PAX05540,Late Check-out,HOTEL238
GUEST05541,PAX05541,None,HOTEL85
GUEST05542,PAX05542,Extra Bed,HOTEL364
GUEST05543,PAX05543,Late Check-out,HOTEL199
GUEST05544,PAX05544,Early Check-in,HOTEL31
GUEST05545,PAX05545,Late Check-out,HOTEL381
GUEST05546,PAX05546,None,HOTEL223
GUEST05547,PAX05547,Late Check-out,HOTEL375
GUEST05548,PAX05548,Extra Bed,HOTEL22
GUEST05549,PAX05549,None,HOTEL237
GUEST05550,PAX05550,None,HOTEL203
GUEST05551,PAX05551,Extra Bed,HOTEL214
GUEST05552,PAX05552,Early Check-in,HOTEL53
GUEST05553,PAX05553,Late Check-out,HOTEL168
GUEST05554,PAX05554,Early Check-in,HOTEL292
GUEST05555,PAX05555,Early Check-in,HOTEL407
GUEST05556,PAX05556,Late Check-out,HOTEL167
GUEST05557,PAX05557,Extra Bed,HOTEL450
GUEST05558,PAX05558,Late Check-out,HOTEL193
GUEST05559,PAX05559,Late Check-out,HOTEL328
GUEST05560,PAX05560,Late Check-out,HOTEL9
GUEST05561,PAX05561,Extra Bed,HOTEL27
GUEST05562,PAX05562,Late Check-out,HOTEL79
GUEST05563,PAX05563,Late Check-out,HOTEL35
GUEST05564,PAX05564,Early Check-in,HOTEL265
GUEST05565,PAX05565,None,HOTEL412
GUEST05566,PAX05566,Late Check-out,HOTEL117
GUEST05567,PAX05567,Late Check-out,HOTEL161
GUEST05568,PAX05568,None,HOTEL151
GUEST05569,PAX05569,Early Check-in,HOTEL253
GUEST05570,PAX05570,Early Check-in,HOTEL251
GUEST05571,PAX05571,Extra Bed,HOTEL212
GUEST05572,PAX05572,Late Check-out,HOTEL387
GUEST05573,PAX05573,Early Check-in,HOTEL186
GUEST05574,PAX05574,Late Check-out,HOTEL329
GUEST05575,PAX05575,Late Check-out,HOTEL65
GUEST05576,PAX05576,Early Check-in,HOTEL102
GUEST05577,PAX05577,None,HOTEL195
GUEST05578,PAX05578,Early Check-in,HOTEL62
GUEST05579,PAX05579,Extra Bed,HOTEL426
GUEST05580,PAX05580,None,HOTEL168
GUEST05581,PAX05581,None,HOTEL251
GUEST05582,PAX05582,None,HOTEL463
GUEST05583,PAX05583,Extra Bed,HOTEL23
GUEST05584,PAX05584,None,HOTEL92
GUEST05585,PAX05585,Extra Bed,HOTEL476
GUEST05586,PAX05586,None,HOTEL276
GUEST05587,PAX05587,Early Check-in,HOTEL445
GUEST05588,PAX05588,Extra Bed,HOTEL338
GUEST05589,PAX05589,None,HOTEL38
GUEST05590,PAX05590,Extra Bed,HOTEL464
GUEST05591,PAX05591,Early Check-in,HOTEL38
GUEST05592,PAX05592,Early Check-in,HOTEL190
GUEST05593,PAX05593,Late Check-out,HOTEL171
GUEST05594,PAX05594,None,HOTEL111
GUEST05595,PAX05595,Extra Bed,HOTEL333
GUEST05596,PAX05596,Extra Bed,HOTEL256
GUEST05597,PAX05597,Extra Bed,HOTEL21
GUEST05598,PAX05598,Early Check-in,HOTEL205
GUEST05599,PAX05599,None,HOTEL277
GUEST05600,PAX05600,Early Check-in,HOTEL114
GUEST05601,PAX05601,Early Check-in,HOTEL225
GUEST05602,PAX05602,Late Check-out,HOTEL104
GUEST05603,PAX05603,Late Check-out,HOTEL91
GUEST05604,PAX05604,Late Check-out,HOTEL249
GUEST05605,PAX05605,Early Check-in,HOTEL62
GUEST05606,PAX05606,Early Check-in,HOTEL426
GUEST05607,PAX05607,Early Check-in,HOTEL236
GUEST05608,PAX05608,None,HOTEL231
GUEST05609,PAX05609,Late Check-out,HOTEL167
GUEST05610,PAX05610,Late Check-out,HOTEL1
GUEST05611,PAX05611,Extra Bed,HOTEL465
GUEST05612,PAX05612,Late Check-out,HOTEL2
GUEST05613,PAX05613,None,HOTEL466
GUEST05614,PAX05614,Early Check-in,HOTEL168
GUEST05615,PAX05615,None,HOTEL76
GUEST05616,PAX05616,Early Check-in,HOTEL421
GUEST05617,PAX05617,Early Check-in,HOTEL75
GUEST05618,PAX05618,Extra Bed,HOTEL151
GUEST05619,PAX05619,None,HOTEL231
GUEST05620,PAX05620,None,HOTEL259
GUEST05621,PAX05621,Extra Bed,HOTEL491
GUEST05622,PAX05622,Extra Bed,HOTEL277
GUEST05623,PAX05623,Early Check-in,HOTEL459
GUEST05624,PAX05624,Extra Bed,HOTEL279
GUEST05625,PAX05625,Late Check-out,HOTEL455
GUEST05626,PAX05626,Early Check-in,HOTEL319
GUEST05627,PAX05627,None,HOTEL242
GUEST05628,PAX05628,None,HOTEL437
GUEST05629,PAX05629,None,HOTEL484
GUEST05630,PAX05630,Extra Bed,HOTEL40
GUEST05631,PAX05631,Extra Bed,HOTEL172
GUEST05632,PAX05632,Early Check-in,HOTEL229
GUEST05633,PAX05633,Early Check-in,HOTEL134
GUEST05634,PAX05634,None,HOTEL415
GUEST05635,PAX05635,Early Check-in,HOTEL15
GUEST05636,PAX05636,Early Check-in,HOTEL500
GUEST05637,PAX05637,Early Check-in,HOTEL389
GUEST05638,PAX05638,Late Check-out,HOTEL73
GUEST05639,PAX05639,None,HOTEL12
GUEST05640,PAX05640,None,HOTEL185
GUEST05641,PAX05641,Extra Bed,HOTEL380
GUEST05642,PAX05642,None,HOTEL496
GUEST05643,PAX05643,None,HOTEL207
GUEST05644,PAX05644,None,HOTEL337
GUEST05645,PAX05645,None,HOTEL82
GUEST05646,PAX05646,Extra Bed,HOTEL1
GUEST05647,PAX05647,Late Check-out,HOTEL498
GUEST05648,PAX05648,Extra Bed,HOTEL144
GUEST05649,PAX05649,None,HOTEL430
GUEST05650,PAX05650,Early Check-in,HOTEL119
GUEST05651,PAX05651,Early Check-in,HOTEL114
GUEST05652,PAX05652,Extra Bed,HOTEL365
GUEST05653,PAX05653,Late Check-out,HOTEL361
GUEST05654,PAX05654,Late Check-out,HOTEL371
GUEST05655,PAX05655,Early Check-in,HOTEL57
GUEST05656,PAX05656,Early Check-in,HOTEL156
GUEST05657,PAX05657,None,HOTEL57
GUEST05658,PAX05658,Early Check-in,HOTEL485
GUEST05659,PAX05659,Late Check-out,HOTEL40
GUEST05660,PAX05660,Early Check-in,HOTEL432
GUEST05661,PAX05661,Extra Bed,HOTEL471
GUEST05662,PAX05662,None,HOTEL165
GUEST05663,PAX05663,None,HOTEL342
GUEST05664,PAX05664,None,HOTEL56
GUEST05665,PAX05665,None,HOTEL302
GUEST05666,PAX05666,Early Check-in,HOTEL460
GUEST05667,PAX05667,Late Check-out,HOTEL135
GUEST05668,PAX05668,Extra Bed,HOTEL478
GUEST05669,PAX05669,None,HOTEL183
GUEST05670,PAX05670,Extra Bed,HOTEL62
GUEST05671,PAX05671,Extra Bed,HOTEL350
GUEST05672,PAX05672,None,HOTEL261
GUEST05673,PAX05673,None,HOTEL77
GUEST05674,PAX05674,Early Check-in,HOTEL141
GUEST05675,PAX05675,Extra Bed,HOTEL412
GUEST05676,PAX05676,Early Check-in,HOTEL299
GUEST05677,PAX05677,Late Check-out,HOTEL246
GUEST05678,PAX05678,Early Check-in,HOTEL436
GUEST05679,PAX05679,Early Check-in,HOTEL461
GUEST05680,PAX05680,Extra Bed,HOTEL258
GUEST05681,PAX05681,None,HOTEL80
GUEST05682,PAX05682,None,HOTEL314
GUEST05683,PAX05683,Late Check-out,HOTEL226
GUEST05684,PAX05684,Early Check-in,HOTEL169
GUEST05685,PAX05685,None,HOTEL166
GUEST05686,PAX05686,Extra Bed,HOTEL379
GUEST05687,PAX05687,Extra Bed,HOTEL86
GUEST05688,PAX05688,Late Check-out,HOTEL321
GUEST05689,PAX05689,Extra Bed,HOTEL136
GUEST05690,PAX05690,Late Check-out,HOTEL103
GUEST05691,PAX05691,Extra Bed,HOTEL358
GUEST05692,PAX05692,Early Check-in,HOTEL5
GUEST05693,PAX05693,Late Check-out,HOTEL426
GUEST05694,PAX05694,Early Check-in,HOTEL302
GUEST05695,PAX05695,Early Check-in,HOTEL272
GUEST05696,PAX05696,Extra Bed,HOTEL59
GUEST05697,PAX05697,Late Check-out,HOTEL9
GUEST05698,PAX05698,None,HOTEL211
GUEST05699,PAX05699,Late Check-out,HOTEL491
GUEST05700,PAX05700,Extra Bed,HOTEL114
GUEST05701,PAX05701,None,HOTEL193
GUEST05702,PAX05702,Extra Bed,HOTEL103
GUEST05703,PAX05703,Early Check-in,HOTEL78
GUEST05704,PAX05704,Extra Bed,HOTEL49
GUEST05705,PAX05705,Early Check-in,HOTEL87
GUEST05706,PAX05706,Early Check-in,HOTEL180
GUEST05707,PAX05707,Extra Bed,HOTEL94
GUEST05708,PAX05708,Extra Bed,HOTEL12
GUEST05709,PAX05709,Early Check-in,HOTEL142
GUEST05710,PAX05710,None,HOTEL499
GUEST05711,PAX05711,Extra Bed,HOTEL434
GUEST05712,PAX05712,Extra Bed,HOTEL366
GUEST05713,PAX05713,None,HOTEL30
GUEST05714,PAX05714,Extra Bed,HOTEL92
GUEST05715,PAX05715,Late Check-out,HOTEL66
GUEST05716,PAX05716,None,HOTEL356
GUEST05717,PAX05717,Extra Bed,HOTEL81
GUEST05718,PAX05718,Late Check-out,HOTEL170
GUEST05719,PAX05719,Early Check-in,HOTEL143
GUEST05720,PAX05720,Early Check-in,HOTEL64
GUEST05721,PAX05721,Early Check-in,HOTEL68
GUEST05722,PAX05722,None,HOTEL308
GUEST05723,PAX05723,Late Check-out,HOTEL364
GUEST05724,PAX05724,Early Check-in,HOTEL56
GUEST05725,PAX05725,Extra Bed,HOTEL88
GUEST05726,PAX05726,None,HOTEL52
GUEST05727,PAX05727,None,HOTEL54
GUEST05728,PAX05728,Late Check-out,HOTEL69
GUEST05729,PAX05729,Late Check-out,HOTEL492
GUEST05730,PAX05730,Late Check-out,HOTEL33
GUEST05731,PAX05731,None,HOTEL105
GUEST05732,PAX05732,Extra Bed,HOTEL163
GUEST05733,PAX05733,Late Check-out,HOTEL123
GUEST05734,PAX05734,None,HOTEL345
GUEST05735,PAX05735,Late Check-out,HOTEL217
GUEST05736,PAX05736,Early Check-in,HOTEL52
GUEST05737,PAX05737,None,HOTEL103
GUEST05738,PAX05738,Extra Bed,HOTEL192
GUEST05739,PAX05739,Early Check-in,HOTEL415
GUEST05740,PAX05740,Early Check-in,HOTEL129
GUEST05741,PAX05741,Extra Bed,HOTEL61
GUEST05742,PAX05742,Extra Bed,HOTEL198
GUEST05743,PAX05743,Extra Bed,HOTEL139
GUEST05744,PAX05744,None,HOTEL282
GUEST05745,PAX05745,None,HOTEL7
GUEST05746,PAX05746,None,HOTEL156
GUEST05747,PAX05747,Extra Bed,HOTEL41
GUEST05748,PAX05748,None,HOTEL90
GUEST05749,PAX05749,Extra Bed,HOTEL117
GUEST05750,PAX05750,Extra Bed,HOTEL394
GUEST05751,PAX05751,Late Check-out,HOTEL191
GUEST05752,PAX05752,None,HOTEL35
GUEST05753,PAX05753,Late Check-out,HOTEL447
GUEST05754,PAX05754,Extra Bed,HOTEL130
GUEST05755,PAX05755,Early Check-in,HOTEL86
GUEST05756,PAX05756,None,HOTEL458
GUEST05757,PAX05757,None,HOTEL395
GUEST05758,PAX05758,Extra Bed,HOTEL366
GUEST05759,PAX05759,Late Check-out,HOTEL197
GUEST05760,PAX05760,None,HOTEL106
GUEST05761,PAX05761,Early Check-in,HOTEL395
GUEST05762,PAX05762,None,HOTEL296
GUEST05763,PAX05763,None,HOTEL278
GUEST05764,PAX05764,None,HOTEL405
GUEST05765,PAX05765,Late Check-out,HOTEL134
GUEST05766,PAX05766,Early Check-in,HOTEL98
GUEST05767,PAX05767,Early Check-in,HOTEL417
GUEST05768,PAX05768,None,HOTEL156
GUEST05769,PAX05769,Early Check-in,HOTEL88
GUEST05770,PAX05770,None,HOTEL52
GUEST05771,PAX05771,None,HOTEL346
GUEST05772,PAX05772,Early Check-in,HOTEL149
GUEST05773,PAX05773,None,HOTEL279
GUEST05774,PAX05774,Extra Bed,HOTEL260
GUEST05775,PAX05775,Early Check-in,HOTEL284
GUEST05776,PAX05776,Extra Bed,HOTEL63
GUEST05777,PAX05777,Late Check-out,HOTEL431
GUEST05778,PAX05778,Early Check-in,HOTEL222
GUEST05779,PAX05779,None,HOTEL232
GUEST05780,PAX05780,Extra Bed,HOTEL35
GUEST05781,PAX05781,Early Check-in,HOTEL435
GUEST05782,PAX05782,Extra Bed,HOTEL454
GUEST05783,PAX05783,Extra Bed,HOTEL448
GUEST05784,PAX05784,Early Check-in,HOTEL275
GUEST05785,PAX05785,None,HOTEL394
GUEST05786,PAX05786,Late Check-out,HOTEL430
GUEST05787,PAX05787,None,HOTEL235
GUEST05788,PAX05788,Extra Bed,HOTEL278
GUEST05789,PAX05789,Late Check-out,HOTEL55
GUEST05790,PAX05790,Extra Bed,HOTEL349
