Location;Hotel;UserID;Title;Review;Rating;Value;Accessibility;Service;Room;Cleanliness;Sleep Quality
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Boris G;One of the best hotels in Bali;We stayed in this hotel many times and each time it has been getting better though it was very good even many years ago. It has been renovated, rooms look very nice, very comfortable beds and pillows, no smell or dampness, air conditioner in the room was quiet and very efficient. Very clean throughout resort, beachfront location, lots of sunbeds at the beach and near pools, 3 restaurants with delicious food, particularly Maguro bistro. This year with a new pass we were able to walk to Bali collection and to other resorts with pleasure.;5;0;1;0;1;1;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Jaawid N;Beautiful Balinese styled resort, friendly staff, and wide variety of cuisines;We stayed at Nusa Dua Beach Hotel and Spa for 5 nights. We were truly amazed by the beauty of the Balinese architecture echoed across the resort - it was almost like a tourist attraction. The room was clean, spacious, and had a great view of the back garden from the balcony. But, we were really blown away by the Balinese food we had at the Raja’s Balinese Cuisine restaurant. We highly recommend this resort to anyone interested in staying the Nusa Dua;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Carol T;Beautiful resort, room a little disappointing;"We are currently staying here for a week as part of an Emirates holiday.The position of the hotel is wonderful; the grounds are beautiful, the pool areas are excellent and the buffet breakfast is delicious. We are having a wonderful time, but wish we had upgraded as the standard room we are in is not 5 star standard.We are on the first floor so have a terrace opening on to a lovely garden.There is a path leading past it, and for some reason we have no net curtains, although surrounding rooms have.This means we have to keep the shutters fastened more often than we would like.The bathroom is basic and some of the furniture chipped and stained.The bed is comfortable and the room is well maintained.";4;0;0;0;1;0;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;tim tam;Accommodation;For leisure, better to pay a little bit more for the Lagoon Room to have more enjoyment. Because you can access to a pool (only for those Lagoon Rooms) and you can have a sun-bath in your own balcony without leaving from your room. Most importantly, you can swim at any time just you want!;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Ange Singleton;Amazing Pool Terrace Rooms & Day Spa;I stay in many hotels around the world each year and needed a few quiet days to revive. This was amazing. the rooms are HUGE and a very large terrece with steps straight into a lagoon style pool. these are at the back facing the sunset part of the hotel so no kids and very quiet. These rooms also include business class lounge access free and included al a cart breakfast in private setting only for these guests so no buffet breakfast hall to fight with, however that is amazing too may i add. Now this hotel is spectacular traditional Bali and the Day spa is worth every moment. this also has a huge private relax pool , full tennis courts, 2 indoor squash courts fully air condition and bikes on site to use.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;JGHawks;Beautiful Traditional Balinese Resort;This resort is absolutely perfect for families! Lovely traditional rooms, with all the mod cons, wifi that works well so children are happy! The pools and grounds are superbly maintained, courteous. Loved the daily free classes that were held. Free shuttle to Bali Collection for meals and shopping was an added bonus. Easy walk to the collection and street shopping areas. Our family loved this place and would definitely return next time we come to Bali.;5;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;sureshbabu2171;Best resort at Bali;Well maintained property, Rooms are made with good taste, good interiors, good landscape. Nice architecture with local tradition of Bali has been well depicted in the property.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Fiona Ang;Honeymoon at Nusa Dua;"We stayed in the palace suite at Nusa Dua hotel and spa for our honeymoon. I highly recommend it. The room was amazing. And there were so many added bonuses; the morning breakfast was delicious, daily afternoon tea buffet and evening cocktails with canapés all included in our room cost.";5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;HarborTownFlyFishing;Wonderful Hotel;The Resort grounds are beautiful with nice pools. The beach area was very clean with plenty of shade trees. The romantic bamboo built restaurant food was excellent. The room was clean and the bed was comfortable. Overall this is a really great resort!;5;0;0;0;0;1;1
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Passport177572;Good location;Very nice Hotel, although the floor covering needs an upgrade. I think they can include a bit more amenities for the price of the room. Location is very good. Close to Bali Collection and they have a free shuttle every hour. Breakfast is excellent.;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Ysyans;Beautiful resort with some room for improvement.;My 3 nights stay at Nusa Dua Beach hotel was very enjoyable. The combination of traditional Balinese architecture, gorgeous tropical gardens and beautiful beach front location really work to it’s advantage. So lovely to see the many squirrels enjoying the gardens too- such a delight each morning seeing them chasing each other on my balcony! I really appreciate the upgrade from Deluxe to Premier, the room however was a bit tired. I initially had few issues with the room that which fell below standard, the management term swiftly and efficiently resolved all issues for me which was nice.;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;JC00000;Service makes this hotel good;This was our first visit to Bali and we researched and read up on a lot of hotels before booking Nusa Dua. The hotel is in a good location from the airport, just 15-20 mins but not too close to be bothered with aircraft noise. The hotel has most of the facilities you need but is definite tired in places. The rooms do have air con but were not very cool. We had booked the standard (deluxe) room with an extra bed.;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;David B;Family stay at Nusa Dua Beach Hotel & Spa;My family and l really enjoyed our stay at this amazing traditional Balinese hotel. Gardens are immaculate, rooms are nice, great food .;4;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;paulmclaughlin1964;Perfect Bliss;Excellent location Stunning hotel Comfortable room Perfect 7 day end to a cruise A fantastic place to chill out, dine and explore Bali in style Wonderful beach front location.;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Cwenny;Amazing;My husband and I spent 8 days here and it was amazing. We upgraded to the Palace Club and it was totally worth it. We got the corner room with a private pool. The room was beautiful and the breakfast/evening experiences were so relaxing. I spent a lot of time just walking around! Highly recommended!;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Tina F;Simply amazing;I was simply amazed by the beauty of this place. Our room was a standard room on the 1st floor. Room was huge and so was the bathroom. Immaculate inside. Plenty of tea & coffee, bottled water, iron & board, lovely toiletries in the bathroom. I highly recommend this hotel and would go back myself for 2 weeks.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Christine L;Bali’s gem;From the moment I enter the grounds I had no doubt this was a wonderful hotel,it has every anyone would want and more ,the rooms are space and clean,the hotel facilities are wonderful,the pools and beach are what everyone would want ...perfect location,...total bliss;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;xCmx;Nusa Dua Beach Hotel- Palace Club Room;Stayed in the Palace Club room. Access to private lagoon pool and palace club lounge. Palace club lounge offered breakfast, afternoon tea and canapés and cocktails in the evening when staying within these rooms. Rooms were very clean, spacious and comfortable. Resort was beautiful, clean and was at the beach front.;4;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;julianalgieri1966;Fab Holiday!;Just returned from a wonderful week at Nusa Dua Beach Hotel and Spa. This is an older hotel which has been kept very traditional,very impressive reception area. Check in quick and efficient. Room large and spacious,rather dated but comfortable and clean,air conditioning worked well,we had excellent views of Ocean,pool and gardens,from large balcony. Dined at Tamarind restaurant by the beach which although more expensive than eating outside of hotel was convenient and very good.Beach area generally clean as with any were else in the world these days,some plastic debris visible,sadly a sign of the times.;4;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Wendy W;Nusa Dua hotel and spa;We have just returned from a 7 night stay here. The hotel is lovely, It is typically Balinese in style, lots of wood carvings. The rooms are very clean, and we had room service twice a day. The breakfasts are very varied and catered for all nationalities. The hotel is right on the beach which was raked daily. There were several pools which were warm and clean.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Toktam H;Very good place;I was here for six day with my husband, it was really resort area, very nice , clean , beautiful. I enjoy my time in bali. Breakfast is american type, pool , Beach is near the hotel There is shuttle for transport to bali collection( shopping and food center near the hotel) every one hour from hotel And return.;5;0;1;0;0;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;wsmclaughlin;Ideal Hotel to enjoy the Island;Our reception, where we received individual attention and a welcoming drink after a long journey certainly set the highest standard which was to continue throughout the holiday. Our bages where delivered to our rooom while we relaxed in the lounge area. On arrival to our room we were delighted with the cleanliness and spacious accomodation leading on to our individual patio with a fantastic view of the manicured gardens and lake. Our meals were individually prepared and served, nothing was too much trouble througout our stay.;5;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Ian J;Nice beach front hotel;The room was comfortable and clean. Breakfast was plentiful and nice although the coffee machine only provided like warm coffee. Plenty of restaurants to eat at and a 2 hour happy hour each day. Pool could do with a decent clean though with algae growing between the tiles.;4;0;0;0;1;1;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;gerry_mavin;Quiet and clean;Very quiet hotel though fairly expensive drinks and meals for Bali so always best maybe to take a free bus or taxi to bali collection or just out of complex. Rooms are spacious and clean though air con little noisy and they missed refilling the mini bar 50% week which was as maybe a good thing . Nusa Dua is up market in terms of location as a result is very secure but in some respects very tourist good choice for a week quiet break .;4;0;1;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;Ian M;Excellent staff;Great room on ground floor. Excellent facilities. Bar prices a little exe. Great cocktail hour (actually an hour and a half) at 5:30pm. Squash and tennis available (though you had to pay) plus lap pool, sauna, steam room, poole, table tennis.;5;0;0;0;1;0;0
Nusa Dua Bali;Nusa Dua Beach Hotel & Spa;verahop;Couples Holidays;Clean spacious rooms. Well maintained gardens. Nice pools. Beach access. Great on site restaurants Spa area wished we found it earlier. Free shuttle. Water sports and massages. All inclusive package was terrific. Accommodated our late check out. Wished we stayed longer.;5;0;0;0;1;1;0
