travelCode,userCode_x_x,name_x,place,days,hotel_perday,hotel_total,date_x,from,to,flightType,flight_cost,time,distance,agency,company,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus,Total_car_price
79492,773,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/17/2020,Sao Paulo (SP),Campo Grande (MS),firstClass,563.0,0.44,168.22,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79493,773,Hotel A,Florianopolis (SC),3,313.02,939.06,09/24/2020,Natal (RN),Florianopolis (SC),premium,1165.99,1.84,709.37,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79498,773,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/29/2020,Sao Paulo (SP),Campo Grande (MS),economic,335.16,0.44,168.22,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79499,773,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/05/2020,Natal (RN),Sao Paulo (SP),firstClass,1142.29,0.85,327.55,FlyingDrops,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79504,773,Hotel K,Salvador (BH),1,263.41,263.41,12/10/2020,Sao Paulo (SP),Salvador (BH),premium,1118.61,1.04,401.66,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79506,773,Hotel AU,Recife (PE),4,312.83,1251.32,12/24/2020,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79507,773,Hotel A,Florianopolis (SC),2,313.02,626.04,12/31/2020,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79513,773,Hotel BP,Brasilia (DF),4,247.62,990.48,02/11/2021,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79514,773,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/18/2021,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79520,773,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/01/2021,Natal (RN),Sao Paulo (SP),economic,623.33,0.85,327.55,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79527,773,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/20/2021,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79534,773,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/08/2021,Natal (RN),Campo Grande (MS),premium,748.52,0.65,250.68,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79540,773,Hotel K,Salvador (BH),3,263.41,790.23,08/19/2021,Natal (RN),Salvador (BH),premium,1315.97,1.85,710.57,Rainbow,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79547,773,Hotel BP,Brasilia (DF),3,247.62,742.86,10/07/2021,Sao Paulo (SP),Brasilia (DF),economic,393.84,0.67,257.81,Rainbow,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79550,773,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/28/2021,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79562,773,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/20/2022,Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,0.86,331.89,Rainbow,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79565,773,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/10/2022,Sao Paulo (SP),Rio de Janeiro (RJ),premium,846.03,0.86,331.89,CloudFy,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79566,773,Hotel BD,Natal (RN),2,242.88,485.76,02/17/2022,Sao Paulo (SP),Natal (RN),firstClass,932.87,0.85,327.55,Rainbow,Wonka Company,female,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79568,774,Hotel Z,Aracaju (SE),2,208.04,416.08,09/26/2019,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,Wonka Company,male,43,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79572,774,Hotel BP,Brasilia (DF),1,247.62,247.62,10/24/2019,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,Wonka Company,male,43,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79575,774,Hotel BP,Brasilia (DF),3,247.62,742.86,11/14/2019,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,Wonka Company,male,43,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79582,774,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/02/2020,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,Wonka Company,male,43,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79583,775,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/26/2019,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79584,775,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/03/2019,Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,1.55,595.03,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79589,775,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/07/2019,Natal (RN),Sao Paulo (SP),firstClass,1020.42,0.85,327.55,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79592,775,Hotel AU,Recife (PE),4,312.83,1251.32,11/28/2019,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79595,775,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/19/2019,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79596,775,Hotel K,Salvador (BH),3,263.41,790.23,12/26/2019,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79602,775,Hotel K,Salvador (BH),3,263.41,790.23,02/06/2020,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,Wonka Company,female,27,Smithview,Dominguezmouth,Luxury,Budget,1.0,90.68,107.0,Prepaid,Cancelled,255.60000000000002
79604,775,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/20/2020,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1092.94,0.86,331.89,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79605,775,Hotel A,Florianopolis (SC),3,313.02,939.06,02/27/2020,Sao Paulo (SP),Florianopolis (SC),premium,1367.6,1.46,562.14,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79607,775,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/12/2020,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79616,775,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/14/2020,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79619,775,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/04/2020,Sao Paulo (SP),Florianopolis (SC),premium,1367.6,1.46,562.14,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79626,775,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/23/2020,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,Wonka Company,female,27,North Kristine,East Joseph,Luxury,Hertz,2.0,146.32,477.0,Partial,Confirmed,721.5999999999999
79633,775,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/10/2020,Natal (RN),Rio de Janeiro (RJ),firstClass,1314.05,1.55,595.03,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79643,775,Hotel A,Florianopolis (SC),2,313.02,626.04,11/19/2020,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79648,775,Hotel K,Salvador (BH),1,263.41,263.41,12/24/2020,Sao Paulo (SP),Salvador (BH),economic,793.27,1.04,401.66,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79652,775,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/21/2021,Natal (RN),Campo Grande (MS),economic,546.04,0.65,250.68,CloudFy,Wonka Company,female,27,New Christinastad,West Crystal,Sedan,Enterprise,1.0,86.38,183.0,Full-to-Full,Pending,266.4
79654,775,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/04/2021,Natal (RN),Sao Paulo (SP),firstClass,1148.78,0.85,327.55,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79656,775,Hotel BP,Brasilia (DF),3,247.62,742.86,02/18/2021,Natal (RN),Brasilia (DF),firstClass,1300.53,1.43,550.69,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79669,775,Hotel Z,Aracaju (SE),1,208.04,208.04,05/20/2021,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79670,775,Hotel K,Salvador (BH),1,263.41,263.41,05/27/2021,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79673,775,Hotel BP,Brasilia (DF),4,247.62,990.48,06/17/2021,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79674,775,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/24/2021,Natal (RN),Florianopolis (SC),firstClass,1540.6,1.84,709.37,FlyingDrops,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79677,775,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/15/2021,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,Wonka Company,female,27,New Michaelshire,Jamesmouth,Luxury,Enterprise,3.0,248.44,321.0,Prepaid,Confirmed,766.8
79678,775,Hotel K,Salvador (BH),2,263.41,526.82,07/22/2021,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79692,775,Hotel AU,Recife (PE),1,312.83,312.83,10/28/2021,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79693,775,Hotel A,Florianopolis (SC),2,313.02,626.04,11/04/2021,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,Wonka Company,female,27,Sanchezport,South Bobby,SUV,Budget,3.0,189.15,476.0,Prepaid,Cancelled,800.8
79694,775,Hotel K,Salvador (BH),4,263.41,1053.64,11/11/2021,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79696,775,Hotel K,Salvador (BH),1,263.41,263.41,11/25/2021,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,Wonka Company,female,27,Whitneybury,West Samanthafort,Luxury,Avis,3.0,141.08,222.0,Partial,Confirmed,687.6
79700,775,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/23/2021,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79702,775,Hotel BP,Brasilia (DF),4,247.62,990.48,01/06/2022,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79703,775,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/13/2022,Sao Paulo (SP),Rio de Janeiro (RJ),firstClass,1092.94,0.86,331.89,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79704,775,Hotel BD,Natal (RN),1,242.88,242.88,01/20/2022,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,Wonka Company,female,27,Henrytown,Kellyview,Luxury,Budget,4.0,127.96,128.0,Prepaid,Cancelled,782.4
79706,775,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/03/2022,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79710,775,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/03/2022,Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,0.86,331.89,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79711,775,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/10/2022,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,Wonka Company,female,27,North Jennifer,Jessicashire,Sedan,Enterprise,2.0,241.29,238.0,Prepaid,Confirmed,430.4
79713,775,Hotel BD,Natal (RN),4,242.88,971.52,03/24/2022,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79714,775,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/31/2022,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79717,775,Hotel AU,Recife (PE),4,312.83,1251.32,04/21/2022,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79721,775,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/19/2022,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,Wonka Company,female,27,New Josephland,Lake Stevenberg,Luxury,Hertz,1.0,79.88,114.0,Full-to-Full,Pending,261.2
79721,775,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/19/2022,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,Wonka Company,female,27,East Matthewfort,Lake Debbie,SUV,Hertz,4.0,229.94,309.0,Partial,Pending,807.2
79722,775,Hotel K,Salvador (BH),3,263.41,790.23,05/26/2022,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,Wonka Company,female,27,South Frankport,Madisonmouth,Sedan,Avis,4.0,302.23,442.0,Full-to-Full,Cancelled,833.6
79723,775,Hotel A,Florianopolis (SC),1,313.02,313.02,06/02/2022,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79726,775,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022,Sao Paulo (SP),Recife (PE),economic,827.12,1.26,486.52,Rainbow,Wonka Company,female,27,New Stephanieville,East Kimberlyville,SUV,Enterprise,1.0,57.25,121.0,Partial,Confirmed,236.8
79734,775,Hotel A,Florianopolis (SC),3,313.02,939.06,08/18/2022,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79735,775,Hotel AU,Recife (PE),3,312.83,938.49,08/25/2022,Sao Paulo (SP),Recife (PE),economic,827.12,1.26,486.52,Rainbow,Wonka Company,female,27,New Gary,Lake Randy,SUV,Budget,5.0,796.86,112.0,Full-to-Full,Pending,789.6
79736,775,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/01/2022,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,Wonka Company,female,27,Edwardsmouth,Timothyport,SUV,Hertz,2.0,204.34,421.0,Prepaid,Pending,616.8
79738,775,Hotel BP,Brasilia (DF),3,247.62,742.86,09/15/2022,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,Wonka Company,female,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79740,776,Hotel Z,Aracaju (SE),2,208.04,416.08,09/26/2019,Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,1.02,392.76,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79743,776,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/17/2019,Sao Paulo (SP),Campo Grande (MS),economic,335.16,0.44,168.22,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79744,776,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/24/2019,Sao Paulo (SP),Rio de Janeiro (RJ),premium,861.9,0.86,331.89,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79751,776,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/12/2019,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79753,776,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/26/2019,Natal (RN),Sao Paulo (SP),premium,879.87,0.85,327.55,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79756,776,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/16/2020,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79759,776,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/06/2020,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79769,776,Hotel AU,Recife (PE),4,312.83,1251.32,04/16/2020,Natal (RN),Recife (PE),firstClass,806.91,0.58,222.67,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79773,776,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/14/2020,Natal (RN),Rio de Janeiro (RJ),economic,774.57,1.55,595.03,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79774,776,Hotel BP,Brasilia (DF),2,247.62,495.24,05/21/2020,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79775,776,Hotel BD,Natal (RN),3,242.88,728.64,05/28/2020,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,Wonka Company,female,48,South Allison,Port Raymond,Sedan,Hertz,4.0,796.91,132.0,Prepaid,Pending,585.6
79783,776,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,07/23/2020,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79784,776,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/30/2020,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79790,776,Hotel AU,Recife (PE),3,312.83,938.49,09/10/2020,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,Wonka Company,female,48,Danielside,Barbermouth,SUV,Sixt,4.0,456.28,279.0,Prepaid,Pending,783.2
79791,776,Hotel BW,Campo Grande (MS),2,60.39,120.78,09/17/2020,Natal (RN),Campo Grande (MS),firstClass,855.82,0.65,250.68,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79794,776,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/08/2020,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,Wonka Company,female,48,Danahaven,South Ashleyville,Luxury,Sixt,4.0,774.77,385.0,Full-to-Full,Confirmed,988.0
79799,776,Hotel BD,Natal (RN),4,242.88,971.52,11/12/2020,Sao Paulo (SP),Natal (RN),premium,701.29,0.85,327.55,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79804,776,Hotel Z,Aracaju (SE),2,208.04,416.08,12/17/2020,Sao Paulo (SP),Aracaju (SE),premium,962.54,1.02,392.76,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79805,776,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/24/2020,Natal (RN),Rio de Janeiro (RJ),firstClass,1391.6,1.55,595.03,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79808,776,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/14/2021,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79809,776,Hotel A,Florianopolis (SC),1,313.02,313.02,01/21/2021,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79812,776,Hotel BP,Brasilia (DF),1,247.62,247.62,02/11/2021,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79814,776,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/25/2021,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79817,776,Hotel AU,Recife (PE),4,312.83,1251.32,03/18/2021,Natal (RN),Recife (PE),firstClass,806.91,0.58,222.67,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79823,776,Hotel A,Florianopolis (SC),3,313.02,939.06,04/29/2021,Sao Paulo (SP),Florianopolis (SC),economic,947.95,1.46,562.14,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79824,776,Hotel A,Florianopolis (SC),3,313.02,939.06,05/06/2021,Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,1.46,562.14,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79826,776,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/20/2021,Natal (RN),Campo Grande (MS),premium,748.52,0.65,250.68,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79827,776,Hotel K,Salvador (BH),2,263.41,526.82,05/27/2021,Sao Paulo (SP),Salvador (BH),firstClass,1400.35,1.04,401.66,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79829,776,Hotel BP,Brasilia (DF),3,247.62,742.86,06/10/2021,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79833,776,Hotel K,Salvador (BH),1,263.41,263.41,07/08/2021,Sao Paulo (SP),Salvador (BH),economic,743.6,1.04,401.66,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79834,776,Hotel AU,Recife (PE),2,312.83,625.66,07/15/2021,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79835,776,Hotel K,Salvador (BH),4,263.41,1053.64,07/22/2021,Sao Paulo (SP),Salvador (BH),firstClass,1427.22,1.04,401.66,FlyingDrops,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79836,776,Hotel BP,Brasilia (DF),2,247.62,495.24,07/29/2021,Sao Paulo (SP),Brasilia (DF),firstClass,742.94,0.67,257.81,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79838,776,Hotel BP,Brasilia (DF),3,247.62,742.86,08/12/2021,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79842,776,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/09/2021,Natal (RN),Campo Grande (MS),economic,470.16,0.65,250.68,Rainbow,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79847,776,Hotel AU,Recife (PE),2,312.83,625.66,10/14/2021,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79856,776,Hotel Z,Aracaju (SE),1,208.04,208.04,12/16/2021,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79865,776,Hotel A,Florianopolis (SC),3,313.02,939.06,02/17/2022,Natal (RN),Florianopolis (SC),firstClass,1540.6,1.84,709.37,FlyingDrops,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
79870,776,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/24/2022,Natal (RN),Rio de Janeiro (RJ),premium,1102.93,1.55,595.03,CloudFy,Wonka Company,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
