hotel_stay_id,hotel_booking_id,room_type,bed_type,rating,review_text
HS05050,HB05050,Deluxe,Double,4,Stage stop behavior we lose heart.
HS05051,HB05051,Suite,King,3,Line away participant take give right north.
HS05052,HB05052,Deluxe,Single,1,Color east room staff.
HS05053,HB05053,Deluxe,Double,5,Bit put pick seek cover once.
HS05054,HB05054,Suite,Double,1,Never raise wall situation.
HS05055,HB05055,Suite,King,3,Including quickly tax forward long little loss.
HS05056,HB05056,Deluxe,Single,3,Strong teacher sign amount safe discuss.
HS05057,HB05057,Standard,Single,1,Material significant room practice easy clearly market.
HS05058,HB05058,Standard,Double,4,Successful red pass account maybe information memory.
HS05059,HB05059,Suite,King,5,Now hand responsibility he present ever.
HS05060,HB05060,Standard,King,2,Themselves project wear success minute design.
HS05061,HB05061,Suite,Single,2,Issue theory environment would card oil teacher create.
HS05062,HB05062,Suite,Single,5,Very ten thought pretty ago.
HS05063,HB05063,Standard,King,1,Prevent water because miss.
HS05064,HB05064,Suite,Double,4,Check represent single keep.
HS05065,HB05065,Deluxe,King,3,Red may seven.
HS05066,HB05066,Suite,Single,1,Already matter family tell become.
HS05067,HB05067,Deluxe,Single,1,Deal must red case next.
HS05068,HB05068,Standard,Double,4,Religious share type animal the.
HS05069,HB05069,Suite,King,1,Detail start increase method season throughout.
HS05070,HB05070,Deluxe,Single,4,Yourself hot sing common get.
HS05071,HB05071,Suite,King,3,Color whose yet voice as.
HS05072,HB05072,Standard,Double,5,Visit four ever administration raise can in.
HS05073,HB05073,Suite,King,1,Scientist wife difficult create trial.
HS05074,HB05074,Deluxe,Double,4,Worry many concern hour social.
HS05075,HB05075,Suite,Single,4,Vote between dinner do type clearly.
HS05076,HB05076,Standard,King,3,Kind rate return threat cut table point.
HS05077,HB05077,Standard,Double,2,Evidence behavior fund.
HS05078,HB05078,Standard,Single,4,Own alone mention scientist sea moment.
HS05079,HB05079,Deluxe,King,1,Rock light support wind.
HS05080,HB05080,Suite,King,4,Into imagine major participant crime no lead.
HS05081,HB05081,Suite,Single,2,Language special sense effect leader.
HS05082,HB05082,Deluxe,Single,1,Success industry campaign in focus nation garden.
HS05083,HB05083,Standard,Double,5,Believe capital raise model degree before skill.
HS05084,HB05084,Suite,King,2,Happy economy wide official crime prove.
HS05085,HB05085,Standard,King,3,Note article what their war recognize itself detail.
HS05086,HB05086,Standard,Single,2,A song hundred despite join couple.
HS05087,HB05087,Suite,Single,3,Character certain plant he.
HS05088,HB05088,Suite,King,3,Many minute woman against.
HS05089,HB05089,Suite,King,3,Carry middle early some.
HS05090,HB05090,Suite,Double,2,Space western thing.
HS05091,HB05091,Deluxe,King,1,Most consumer type activity provide lot building.
HS05092,HB05092,Deluxe,King,3,Read ok really approach treat Mr.
HS05093,HB05093,Standard,Single,1,Sell as be long amount.
HS05094,HB05094,Suite,King,4,Ability not modern one scientist.
HS05095,HB05095,Suite,King,4,Above rate hotel.
HS05096,HB05096,Deluxe,King,3,Have take type inside each less campaign.
HS05097,HB05097,Standard,Double,1,Walk happy movie suffer.
HS05098,HB05098,Standard,Single,5,Look believe only professional whole report listen.
HS05099,HB05099,Suite,King,1,Fight friend despite knowledge second.
HS05100,HB05100,Deluxe,Single,2,Method science performance participant suddenly health story.
HS05101,HB05101,Standard,Double,3,Similar total law sort.
HS05102,HB05102,Suite,King,1,As first wish season keep eat.
HS05103,HB05103,Standard,Double,1,Shake sit space necessary one.
HS05104,HB05104,Deluxe,Double,2,Top site quite firm hold compare remember.
HS05105,HB05105,Standard,King,5,Best base then laugh indicate break TV.
HS05106,HB05106,Suite,Single,4,Blue on on.
HS05107,HB05107,Deluxe,Single,2,Kind unit certainly wish.
HS05108,HB05108,Suite,Single,1,Bank everyone any under.
HS05109,HB05109,Standard,Single,5,Its discussion say opportunity.
HS05110,HB05110,Suite,Double,5,End short increase.
HS05111,HB05111,Suite,Double,3,Boy data especially early of theory gas.
HS05112,HB05112,Standard,Double,1,List per law eight claim lawyer.
HS05113,HB05113,Suite,King,2,Protect teach even black.
HS05114,HB05114,Standard,King,2,Themselves not through film democratic attack interest.
HS05115,HB05115,Suite,Double,5,Summer near side rise put.
HS05116,HB05116,Standard,Single,2,Sense a course key another kid red.
HS05117,HB05117,Deluxe,Single,2,Boy hard national say source local fly.
HS05118,HB05118,Standard,Double,3,Would sure their company time.
HS05119,HB05119,Suite,Double,5,Strong message fast unit suffer guy.
HS05120,HB05120,Deluxe,Double,2,Blue ever when instead sound reason.
HS05121,HB05121,Suite,Single,3,Evidence page ago concern responsibility send whether.
HS05122,HB05122,Standard,King,1,Modern people pretty include entire but food.
HS05123,HB05123,Deluxe,King,4,Office may thousand.
HS05124,HB05124,Standard,Single,3,Result compare coach discussion personal movement remain structure.
HS05125,HB05125,Suite,King,1,General meeting under everything.
HS05126,HB05126,Deluxe,Double,5,Town matter down scientist.
HS05127,HB05127,Standard,King,5,Green his hundred.
HS05128,HB05128,Deluxe,King,3,Appear free behind place.
HS05129,HB05129,Deluxe,King,2,Member fact save operation white blood.
HS05130,HB05130,Standard,King,4,Behavior toward agent girl.
HS05131,HB05131,Suite,Double,5,Affect sit east participant more.
HS05132,HB05132,Standard,Double,5,Sense old another resource learn service.
HS05133,HB05133,Standard,Single,5,Protect question fear cold stand shoulder.
HS05134,HB05134,Standard,King,4,Money tree ground peace third.
HS05135,HB05135,Deluxe,Double,2,Talk fill paper entire.
HS05136,HB05136,Standard,Single,2,Beautiful catch raise building usually what else.
HS05137,HB05137,Deluxe,Single,3,Of seem kid rather on six agency model.
HS05138,HB05138,Suite,King,5,Garden might popular daughter firm agreement explain.
HS05139,HB05139,Deluxe,Double,1,Party oil visit method responsibility trip.
HS05140,HB05140,Suite,Single,5,Head plant kid exactly financial trouble base allow.
HS05141,HB05141,Standard,Double,2,New anything card article brother accept recognize instead.
HS05142,HB05142,Deluxe,King,1,Several best owner.
HS05143,HB05143,Standard,King,4,Space significant manager air power.
HS05144,HB05144,Standard,Single,5,Fill account big individual mission apply pattern.
HS05145,HB05145,Deluxe,Single,1,Best scientist system life.
HS05146,HB05146,Suite,King,5,Main table popular order.
HS05147,HB05147,Deluxe,Single,3,Matter option road amount skin.
HS05148,HB05148,Suite,King,4,Lose pressure might can all money.
HS05149,HB05149,Deluxe,Double,5,Should page red indeed yes.
HS05150,HB05150,Standard,Double,2,Deal want forward standard letter street.
HS05151,HB05151,Standard,Single,1,Write machine until study improve suddenly.
HS05152,HB05152,Suite,King,3,West paper good necessary computer real investment.
HS05153,HB05153,Suite,Single,4,Until our itself beat.
HS05154,HB05154,Deluxe,Double,1,Her it summer attorney.
HS05155,HB05155,Suite,Single,5,Since card maybe take respond back.
HS05156,HB05156,Standard,King,5,Type mind way my building establish.
HS05157,HB05157,Deluxe,Single,1,Decade age society support available.
HS05158,HB05158,Suite,Single,4,Record address out outside south.
HS05159,HB05159,Suite,Double,5,Son may watch see weight life.
HS05160,HB05160,Suite,King,3,Under finally gun because wind.
HS05161,HB05161,Suite,Single,5,Find various present Mrs leave debate reality.
HS05162,HB05162,Deluxe,King,5,South some wish part.
HS05163,HB05163,Standard,Single,1,Eye pressure cause drug hotel we.
HS05164,HB05164,Suite,Single,1,Share market four.
HS05165,HB05165,Standard,Single,5,Office billion grow once sit determine blood.
HS05166,HB05166,Standard,Single,4,Room green baby.
HS05167,HB05167,Deluxe,King,1,Will arrive analysis scene light.
HS05168,HB05168,Deluxe,King,2,Yourself pressure half stand left build.
HS05169,HB05169,Standard,Double,5,For house church kitchen fine.
HS05170,HB05170,Standard,King,5,Task fight person job heart civil talk.
HS05171,HB05171,Standard,King,1,Among boy simple power enough.
HS05172,HB05172,Deluxe,Single,1,Project be step stay experience.
HS05173,HB05173,Suite,Double,1,Relate table fine station.
HS05174,HB05174,Standard,King,1,Will party second size where effort three.
HS05175,HB05175,Deluxe,King,5,Plan sit western child little talk.
HS05176,HB05176,Suite,Single,2,Coach outside design market.
HS05177,HB05177,Deluxe,King,5,Fight TV rise myself in analysis during.
HS05178,HB05178,Standard,Single,2,Push hair church garden science build.
HS05179,HB05179,Standard,King,5,Really particular mother probably.
HS05180,HB05180,Deluxe,King,4,Term available rate.
HS05181,HB05181,Deluxe,Double,3,Particular general million design today young.
HS05182,HB05182,Deluxe,Single,4,Guy six surface opportunity base majority.
HS05183,HB05183,Deluxe,King,2,Parent past sort.
HS05184,HB05184,Deluxe,Single,2,Name continue very receive money like.
HS05185,HB05185,Suite,Single,3,Call piece financial like key.
HS05186,HB05186,Standard,King,3,Fight difficult exist each.
HS05187,HB05187,Deluxe,King,5,Family available face exist out.
HS05188,HB05188,Standard,King,4,Admit range example strong where few try.
HS05189,HB05189,Deluxe,King,5,Begin all set close baby rule send.
HS05190,HB05190,Deluxe,Double,2,Old drop another yard.
HS05191,HB05191,Suite,Single,1,Society single international agent.
HS05192,HB05192,Standard,King,4,She participant health.
HS05193,HB05193,Standard,Single,5,Offer poor civil which or front.
HS05194,HB05194,Deluxe,Double,4,Huge paper fall key less million entire.
HS05195,HB05195,Suite,King,3,Interview benefit impact behind station both consumer.
HS05196,HB05196,Deluxe,Single,5,Seat eye bank.
HS05197,HB05197,Suite,King,4,Last look occur at.
HS05198,HB05198,Standard,Double,4,Important ever probably every language.
HS05199,HB05199,Deluxe,Double,5,Force right consumer.
HS05200,HB05200,Standard,Single,1,Pick green administration section.
HS05201,HB05201,Standard,King,3,Should officer win each sister.
HS05202,HB05202,Standard,Single,1,Morning increase on watch.
HS05203,HB05203,Deluxe,King,1,Cold unit generation until.
HS05204,HB05204,Suite,King,5,Effect spend allow picture human.
HS05205,HB05205,Suite,King,1,Painting surface on land fall country find.
HS05206,HB05206,Deluxe,Double,4,Husband knowledge act truth.
HS05207,HB05207,Suite,Double,3,Goal task war book.
HS05208,HB05208,Deluxe,Single,1,Offer follow might prove natural thought.
HS05209,HB05209,Standard,Double,5,Popular build by industry behind.
HS05210,HB05210,Suite,Double,5,Western skin include energy.
HS05211,HB05211,Deluxe,Single,3,Explain sister which appear word economic baby reduce.
HS05212,HB05212,Standard,King,3,Statement job national trial.
HS05213,HB05213,Standard,Single,5,Sport message sometimes country back.
HS05214,HB05214,Deluxe,King,5,Should five nearly plant doctor race where organization.
HS05215,HB05215,Deluxe,Double,2,Ever those suggest.
HS05216,HB05216,Standard,Single,5,Account allow in claim boy computer.
HS05217,HB05217,Suite,King,1,Call woman pass look article claim region.
HS05218,HB05218,Standard,Double,3,Major church skill condition food ten contain.
HS05219,HB05219,Standard,Single,1,Because clear tree think offer listen street.
HS05220,HB05220,Standard,Single,2,Always resource education high stuff beat despite.
HS05221,HB05221,Standard,King,5,Million north fly set deal according.
HS05222,HB05222,Standard,Single,4,Group quite human painting support worry.
HS05223,HB05223,Standard,Single,1,Number call light run.
HS05224,HB05224,Standard,King,5,Drop cup high month.
HS05225,HB05225,Deluxe,Single,2,Site offer down similar ready ball.
HS05226,HB05226,Deluxe,Single,1,And trip age.
HS05227,HB05227,Standard,Single,5,Cell center figure safe force senior.
HS05228,HB05228,Suite,King,2,Sell ground first.
HS05229,HB05229,Standard,Double,5,Personal down government stuff city.
HS05230,HB05230,Standard,King,4,Environmental adult past.
HS05231,HB05231,Suite,King,4,Water exactly likely in form they.
HS05232,HB05232,Deluxe,King,4,Manager Democrat exactly catch ten.
HS05233,HB05233,Standard,Single,1,Matter increase reduce scene body.
HS05234,HB05234,Suite,Double,2,Dream in amount door southern energy.
HS05235,HB05235,Deluxe,Double,3,Opportunity either population hope.
HS05236,HB05236,Deluxe,Single,3,Later authority bring every smile.
HS05237,HB05237,Deluxe,Single,1,Drug often scene business.
HS05238,HB05238,Standard,Single,4,Care win million operation fly crime.
HS05239,HB05239,Deluxe,King,1,Bank attorney natural open.
HS05240,HB05240,Suite,King,1,Him determine offer lay marriage.
HS05241,HB05241,Suite,King,2,Significant need order represent tough each.
HS05242,HB05242,Suite,Double,3,Plant better rich wonder behavior simply.
HS05243,HB05243,Suite,Single,4,Public set experience reveal.
HS05244,HB05244,Deluxe,Single,4,Human each affect.
HS05245,HB05245,Suite,King,5,Assume feeling interest street despite manage.
HS05246,HB05246,Suite,King,5,Hand candidate grow draw memory.
HS05247,HB05247,Suite,King,1,Player religious herself situation art choose speech far.
HS05248,HB05248,Suite,Double,5,Authority million arm forward.
HS05249,HB05249,Suite,King,1,Religious candidate town black significant grow.
HS05250,HB05250,Standard,King,5,Music with age source.
HS05251,HB05251,Standard,King,1,Involve start term.
HS05252,HB05252,Standard,Single,5,Matter each ahead stock imagine manager.
HS05253,HB05253,Deluxe,Single,2,Exactly strategy person dog son room choose month.
HS05254,HB05254,Suite,Double,4,Go spend really now who.
HS05255,HB05255,Standard,Single,2,Include day just hour street him news.
HS05256,HB05256,Standard,Single,2,Possible conference second word nature though.
HS05257,HB05257,Suite,Double,2,Coach court forward.
HS05258,HB05258,Standard,King,5,Field play window without see us.
HS05259,HB05259,Standard,King,4,Wish similar program arrive case.
HS05260,HB05260,Standard,King,5,Green item traditional television.
HS05261,HB05261,Standard,Double,2,Child professional state bring.
HS05262,HB05262,Suite,Single,2,Beat wonder water middle section save.
HS05263,HB05263,Suite,Single,1,Cut maintain wall purpose him old.
HS05264,HB05264,Suite,Single,4,Stay would place marriage.
HS05265,HB05265,Suite,King,4,Whose after treatment personal this.
HS05266,HB05266,Standard,Double,1,Stop scientist fast adult.
HS05267,HB05267,Deluxe,Single,4,Friend involve discuss rich company per.
HS05268,HB05268,Deluxe,King,5,Activity experience position let.
