air_booking_id,pax_id,flight_number,departure_city,arrival_city,departure_date,return_date,seat_class,booking_status,payment_method,transaction_amount
AB06003,PAX06003,FL372,Elliotthaven,Wolfstad,22/05/2023,29/06/2023,First Class,Canceled,Net Banking,520.91
AB06004,PAX06004,FL187,Webermouth,Glenbury,05/09/2023,27/09/2025,First Class,Confirmed,PayPal,1209
AB06005,PAX06005,FL700,Markfurt,Scottstad,11/09/2024,08/10/2024,First Class,No-Show,Net Banking,438.24
AB06006,PAX06006,FL984,New Ashleyport,Crystalshire,26/02/2024,07/05/2025,Business,Confirmed,Net Banking,492.51
AB06007,PAX06007,FL842,East Angela,Taylorview,06/04/2023,07/10/2025,Economy,Canceled,UPI,976.28
AB06008,PAX06008,FL781,Santiagotown,New Benjaminton,21/05/2024,06/08/2025,Economy,Pending,Credit Card,1334.68
AB06009,PAX06009,FL557,Lake Jaime,Jodyberg,23/07/2024,14/10/2025,Economy,Confirmed,Credit Card,1412.71
AB06010,PAX06010,FL419,Marciaborough,Lake Chad,01/05/2023,16/06/2025,First Class,Pending,UPI,262.32
AB06011,PAX06011,FL940,Aliciabury,Coryton,06/11/2023,07/12/2023,Economy,Confirmed,UPI,1440.66
AB06012,PAX06012,FL656,New Kimberly,East Mark,22/11/2023,16/12/2023,Business,Confirmed,Net Banking,1067.49
AB06013,PAX06013,FL953,West Tommybury,Alexisbury,26/04/2023,05/05/2023,Economy,Canceled,PayPal,1159.41
AB06014,PAX06014,FL681,Port Toddberg,Rebekahton,05/12/2023,,Economy,Confirmed,Net Banking,417.08
AB06015,PAX06015,FL993,Port Dale,Port Williamchester,16/12/2023,14/01/2024,Business,Pending,Credit Card,155.93
AB06016,PAX06016,FL762,Ryantown,Jefferyview,09/04/2023,02/04/2025,First Class,Canceled,Net Banking,141.06
AB06017,PAX06017,FL946,West Ryanville,East Johnmouth,19/02/2024,12/03/2025,Business,Canceled,Net Banking,359
AB06018,PAX06018,FL618,West Randy,South Kimberly,20/09/2023,,Economy,Pending,PayPal,1312.6
AB06019,PAX06019,FL693,Mackland,Lake Jason,15/06/2024,26/02/2025,Business,Canceled,Credit Card,1281.26
AB06020,PAX06020,FL158,Jessicaberg,New Erictown,08/06/2023,06/07/2023,First Class,Confirmed,PayPal,1232.89
AB06021,PAX06021,FL866,Hughesmouth,Seanview,20/10/2024,08/08/2025,Economy,No-Show,Net Banking,1013.83
AB06022,PAX06022,FL182,New Kristenton,East Devin,09/07/2024,29/03/2025,First Class,Canceled,PayPal,326.11
AB06023,PAX06023,FL405,Lake Emily,Lake Yvonnetown,21/01/2025,30/04/2025,Economy,Pending,Credit Card,1420.78
AB06024,PAX06024,FL863,Lake Danielshire,Lake Felicia,13/08/2024,29/09/2024,First Class,Pending,UPI,368.32
AB06025,PAX06025,FL439,Kelleyland,Bettystad,01/08/2023,24/09/2023,First Class,Confirmed,UPI,496.61
AB06026,PAX06026,FL749,Deannamouth,Jasonside,08/04/2024,17/05/2024,Business,Pending,PayPal,513.76
AB06027,PAX06027,FL110,New Brianfurt,Gardnermouth,28/11/2024,09/11/2025,Economy,Pending,Net Banking,1462.65
AB06028,PAX06028,FL592,Lake Jamesview,Williamchester,12/01/2024,23/08/2025,Economy,Pending,UPI,858.78
AB06029,PAX06029,FL818,Lake Michael,Richardmouth,09/04/2024,18/10/2025,First Class,Confirmed,UPI,364.55
AB06030,PAX06030,FL778,Lorifort,Lake Emily,04/07/2023,04/03/2025,Economy,Pending,UPI,746.13
AB06031,PAX06031,FL951,Lake Regina,Johnsonland,05/09/2023,25/09/2025,First Class,Confirmed,PayPal,1089.22
AB06032,PAX06032,FL340,East Elizabethville,Marcusview,19/11/2024,22/12/2025,First Class,No-Show,UPI,379.1
AB06033,PAX06033,FL793,Port Angela,New Stephanie,31/08/2024,21/12/2025,Economy,Confirmed,PayPal,1246.81
AB06034,PAX06034,FL825,Travisstad,East Elizabethburgh,25/04/2023,07/01/2026,First Class,Confirmed,UPI,1015.72
AB06035,PAX06035,FL827,West Richardton,North Kevinchester,15/06/2023,09/05/2025,First Class,Canceled,PayPal,564.15
AB06036,PAX06036,FL749,Johnsonshire,North Gabrielle,27/04/2023,13/05/2023,Economy,Confirmed,Credit Card,756.53
AB06037,PAX06037,FL708,Alexanderchester,Mcknightton,08/04/2023,07/04/2025,First Class,No-Show,Net Banking,750.11
AB06038,PAX06038,FL946,Laurenland,North Keithshire,28/01/2025,08/06/2025,Economy,Pending,PayPal,231.46
AB06039,PAX06039,FL202,Mariamouth,Lake Megan,14/06/2023,,Business,No-Show,UPI,994.91
AB06040,PAX06040,FL357,North Laurenside,South Jessica,30/10/2024,12/12/2024,Business,No-Show,Net Banking,1439.42
AB06041,PAX06041,FL710,South Crystalfurt,Lake Susanville,07/02/2024,29/02/2024,Business,Canceled,Net Banking,1401.01
AB06042,PAX06042,FL842,Lake Antonio,New Richardborough,05/06/2024,24/06/2024,Economy,No-Show,Net Banking,322.9
AB06043,PAX06043,FL485,West Jill,East Andreaside,04/12/2024,25/12/2024,Business,Pending,UPI,1253.61
AB06044,PAX06044,FL118,West Markland,Robinsonton,19/04/2023,12/05/2023,First Class,No-Show,Net Banking,797.35
AB06045,PAX06045,FL610,Bakerville,Sarahaven,06/12/2024,24/11/2025,First Class,No-Show,UPI,1443.64
AB06046,PAX06046,FL834,Jessechester,Trevorport,31/05/2023,19/09/2025,Business,Pending,UPI,350.93
AB06047,PAX06047,FL463,North Benjamin,Valdezville,24/11/2023,26/11/2023,First Class,Confirmed,Net Banking,782.09
AB06048,PAX06048,FL527,Cunninghamborough,Gailburgh,01/07/2023,12/07/2023,Business,Canceled,Credit Card,1198.04
AB06049,PAX06049,FL139,Dixonfurt,North Sharon,15/12/2024,,First Class,Canceled,PayPal,557.84
AB06050,PAX06050,FL357,East Charlesbury,Gomezton,10/05/2023,,First Class,Canceled,PayPal,391.63
AB06051,PAX06051,FL539,Simmonsside,Lawsonchester,09/02/2023,07/10/2025,Economy,No-Show,UPI,1489.26
AB06052,PAX06052,FL595,Port Codyfort,Contreraschester,21/08/2024,12/10/2025,Economy,Confirmed,Credit Card,1279.3
AB06053,PAX06053,FL343,East Anthony,Michaelburgh,17/11/2024,02/07/2025,First Class,No-Show,Net Banking,734.08
AB06054,PAX06054,FL411,Cindyview,New Andrew,26/07/2023,31/07/2025,Business,Pending,PayPal,299.61
AB06055,PAX06055,FL205,Benjaminshire,Micheletown,08/10/2023,05/09/2025,Business,Confirmed,Credit Card,1196.04
AB06056,PAX06056,FL699,Petersonmouth,East Larrychester,29/06/2024,01/08/2025,First Class,Confirmed,Net Banking,1049.75
AB06057,PAX06057,FL466,South Spencertown,New Rachelmouth,26/06/2023,03/05/2025,Business,No-Show,UPI,204.5
AB06058,PAX06058,FL630,New Paul,Lake Robert,07/02/2023,24/09/2025,Business,Canceled,PayPal,382.57
AB06059,PAX06059,FL466,Bethbury,Brandonside,05/02/2024,11/05/2025,Economy,No-Show,Credit Card,530.14
AB06060,PAX06060,FL382,Dannymouth,Gonzalezberg,27/01/2024,25/03/2024,Business,Canceled,Credit Card,1203.86
AB06061,PAX06061,FL720,Hamptonchester,Lake Erin,25/08/2023,03/10/2023,Business,Pending,UPI,576.45
AB06062,PAX06062,FL860,Joshuaside,West Jesse,01/03/2024,04/03/2024,Economy,Pending,Credit Card,342
AB06063,PAX06063,FL463,West April,Michaeltown,12/10/2024,28/11/2024,Business,No-Show,Net Banking,299.2
AB06064,PAX06064,FL547,West Lindsaymouth,New Stephenshire,22/11/2023,15/07/2025,First Class,No-Show,UPI,823.96
AB06065,PAX06065,FL619,Byrdmouth,South Tonya,17/03/2024,19/06/2025,First Class,Confirmed,UPI,747.01
AB06066,PAX06066,FL377,South Vincent,Jamesborough,17/05/2023,28/06/2023,First Class,No-Show,Net Banking,921.69
AB06067,PAX06067,FL975,Brownfurt,New Amberburgh,16/12/2023,,Economy,Pending,Credit Card,194.09
AB06068,PAX06068,FL724,Medinafurt,Bentleymouth,14/07/2023,09/08/2023,Economy,Pending,Credit Card,947.1
AB06069,PAX06069,FL752,Jacksonview,Youngshire,26/02/2024,06/04/2025,First Class,Pending,UPI,1325.56
AB06070,PAX06070,FL274,Traciland,East Ricky,24/06/2024,11/10/2025,Economy,Canceled,PayPal,1222.38
AB06071,PAX06071,FL599,Knighttown,Kennethbury,16/05/2023,25/05/2023,Economy,No-Show,Credit Card,924.32
AB06072,PAX06072,FL534,Nicholsonview,Lake Kendratown,12/04/2023,26/04/2023,Economy,Confirmed,PayPal,249.91
AB06073,PAX06073,FL586,West Arielton,East Caleb,24/07/2023,27/08/2023,Economy,Pending,PayPal,856.86
AB06074,PAX06074,FL989,Bauerburgh,East Raymondshire,28/07/2024,31/03/2025,Economy,Confirmed,UPI,1102.22
AB06075,PAX06075,FL337,Edwinberg,South Ashley,15/09/2023,02/10/2023,Economy,Pending,UPI,871.22
AB06076,PAX06076,FL196,West Dennis,Port Deanna,21/03/2024,05/04/2024,First Class,Pending,UPI,956.56
AB06077,PAX06077,FL956,Port Michelleland,West Dennisport,09/02/2023,05/10/2025,Business,Confirmed,UPI,694.62
AB06078,PAX06078,FL103,Johnstonshire,Molinatown,14/04/2023,26/05/2023,Business,No-Show,UPI,144.03
AB06079,PAX06079,FL592,Stuartside,Port Heidi,03/02/2023,31/07/2025,Economy,Canceled,Net Banking,802.36
AB06080,PAX06080,FL806,Bridgetport,Josephland,18/07/2024,04/12/2025,Business,Confirmed,PayPal,663.23
AB06081,PAX06081,FL957,Lake Kaitlyn,Erinburgh,08/10/2023,10/02/2025,First Class,No-Show,PayPal,202.11
AB06082,PAX06082,FL673,New Samantha,East Richard,08/10/2023,07/03/2025,Business,Confirmed,UPI,1124.16
AB06083,PAX06083,FL549,Seanberg,Amandaville,28/09/2024,24/03/2025,Business,Confirmed,Net Banking,335.52
AB06084,PAX06084,FL676,Martinezton,Leblancburgh,02/02/2024,30/03/2024,Economy,Canceled,Net Banking,1336.46
AB06085,PAX06085,FL933,North Tammy,New Johnland,03/08/2023,28/02/2025,Economy,Pending,PayPal,1340.02
AB06086,PAX06086,FL544,New Ashley,Christopherburgh,20/07/2024,09/02/2025,First Class,No-Show,Net Banking,723.28
AB06087,PAX06087,FL832,Georgetown,New Andre,24/06/2023,09/08/2023,First Class,Canceled,UPI,1076.39
AB06088,PAX06088,FL922,East Jerryfort,Keithfurt,01/08/2023,06/08/2023,First Class,Confirmed,Net Banking,709.47
AB06089,PAX06089,FL915,Gardnerberg,North Scottstad,23/06/2023,,First Class,No-Show,Net Banking,517.2
AB06090,PAX06090,FL407,Susanborough,South Cody,24/08/2023,21/12/2025,Business,Confirmed,Credit Card,1284.77
AB06091,PAX06091,FL599,Port James,Lake Phillip,01/07/2024,20/07/2024,Business,Canceled,UPI,485.92
AB06092,PAX06092,FL909,Hamiltonton,Vasquezport,25/01/2025,26/05/2025,First Class,Canceled,PayPal,950.21
AB06093,PAX06093,FL238,New Lisaburgh,Rebeccachester,22/06/2023,21/08/2023,Business,Confirmed,Net Banking,1471.33
AB06094,PAX06094,FL526,South Jeffrey,Wilsonberg,19/10/2023,14/12/2023,Business,Pending,UPI,504.12
AB06095,PAX06095,FL581,West Danielside,Port Edwardmouth,29/11/2023,14/12/2023,Business,Confirmed,UPI,1142.64
AB06096,PAX06096,FL369,West Susanside,Port Melinda,04/12/2024,01/09/2025,Business,Canceled,Credit Card,1105.97
AB06097,PAX06097,FL400,East Michaelchester,Thompsonchester,26/08/2023,27/08/2023,Economy,No-Show,Net Banking,260.68
AB06098,PAX06098,FL715,Barrerahaven,Joelberg,15/12/2023,,First Class,Confirmed,Net Banking,383.33
AB06099,PAX06099,FL469,East Natashaland,Jamesmouth,21/09/2024,12/11/2024,First Class,Pending,UPI,568.56
AB06100,PAX06100,FL333,Romerofort,East Michaelfort,22/06/2024,09/07/2024,First Class,No-Show,PayPal,248.71
AB06101,PAX06101,FL785,Port Stephenville,Davisstad,28/02/2023,30/05/2025,First Class,No-Show,UPI,790.17
AB06102,PAX06102,FL604,Vegabury,Lindseyview,24/04/2023,24/05/2023,First Class,Confirmed,PayPal,295.06
AB06103,PAX06103,FL362,West Christine,South Sean,19/07/2024,02/08/2024,Business,No-Show,PayPal,1107.41
AB06104,PAX06104,FL773,Connorbury,South Rebeccaville,03/05/2023,22/05/2023,First Class,No-Show,UPI,582.69
AB06105,PAX06105,FL766,West Timothy,Stephenchester,02/05/2024,30/10/2025,First Class,Pending,UPI,1132.91
AB06106,PAX06106,FL199,Robinsonshire,Markfort,16/06/2024,,Business,Canceled,UPI,1370.11
AB06107,PAX06107,FL347,Danieltown,East Paul,05/09/2023,13/09/2023,First Class,No-Show,Net Banking,777.51
AB06108,PAX06108,FL230,Zavalaborough,Chanfurt,23/04/2023,22/06/2023,Economy,Pending,Credit Card,1428.78
AB06109,PAX06109,FL799,Port Jennifertown,North Doris,06/03/2023,09/03/2023,First Class,Canceled,Credit Card,685.83
AB06110,PAX06110,FL977,Jessicashire,West Robin,05/08/2023,20/10/2025,Economy,Canceled,Credit Card,1321.48
AB06111,PAX06111,FL850,South Tanya,New Bobby,09/02/2024,,Business,No-Show,UPI,1432.62
AB06112,PAX06112,FL559,Amyshire,Peterborough,30/09/2024,02/07/2025,Business,Pending,PayPal,159.7
AB06113,PAX06113,FL900,New Janetport,West Noah,03/12/2024,15/04/2025,First Class,No-Show,Credit Card,363.61
AB06114,PAX06114,FL700,South Colin,Lake Jamieview,03/09/2023,24/10/2023,Economy,Pending,UPI,192.73
AB06115,PAX06115,FL225,Rebeccastad,North Denise,07/09/2024,20/09/2024,Economy,Confirmed,Credit Card,1456.74
AB06116,PAX06116,FL907,West Samuelland,Shortmouth,01/11/2023,15/11/2023,First Class,Pending,Credit Card,600.02
AB06117,PAX06117,FL954,Davidshire,Millerville,20/10/2023,06/12/2023,First Class,Pending,Credit Card,1342.02
AB06118,PAX06118,FL450,Port Michael,Christophershire,03/11/2024,07/12/2025,Business,No-Show,UPI,785.54
AB06119,PAX06119,FL864,East Kelsey,New Kimberly,08/06/2024,16/06/2024,First Class,Pending,Net Banking,885.51
AB06120,PAX06120,FL713,Port Michelle,Port Linda,12/05/2024,30/06/2024,Economy,Pending,Net Banking,984.75
AB06121,PAX06121,FL273,Port Jason,Joshuafort,09/02/2024,19/07/2025,Economy,No-Show,UPI,225.02
AB06122,PAX06122,FL894,North Joan,Fieldsfort,04/07/2024,19/11/2025,First Class,Pending,Net Banking,637.4
AB06123,PAX06123,FL476,Rhodesfort,East Randyport,12/06/2024,14/04/2025,Economy,Canceled,Net Banking,1275.96
AB06124,PAX06124,FL262,Keyton,Jasonberg,21/12/2024,03/02/2025,Economy,No-Show,Credit Card,800.15
AB06125,PAX06125,FL754,Donovanberg,Port Roberthaven,09/06/2023,01/07/2023,Business,Canceled,PayPal,1108.52
AB06126,PAX06126,FL260,South Denise,Cherylmouth,24/09/2023,14/09/2025,Economy,Confirmed,Credit Card,1467.54
AB06127,PAX06127,FL733,Yvetteville,Joannemouth,21/10/2024,29/04/2025,First Class,Pending,PayPal,598.06
AB06128,PAX06128,FL346,Kimfort,South Jamesport,19/06/2024,04/08/2024,Business,Canceled,UPI,1252.42
AB06129,PAX06129,FL608,Michelleborough,Tiffanyshire,29/11/2024,11/02/2025,Economy,Canceled,Credit Card,112.42
AB06130,PAX06130,FL312,Mossside,Lake Herbertbury,28/09/2024,30/05/2025,Economy,No-Show,PayPal,1202.8
AB06131,PAX06131,FL677,South Louisberg,Angelaport,01/12/2023,28/12/2023,Economy,Canceled,Credit Card,1418.66
AB06132,PAX06132,FL228,New Jessicaborough,Lake Haroldstad,01/01/2024,29/01/2024,Economy,Confirmed,Credit Card,442.8
AB06133,PAX06133,FL207,South Krista,Gayville,23/10/2024,27/11/2024,Business,No-Show,Net Banking,1439.77
AB06134,PAX06134,FL674,Joshuaberg,North Evanton,16/07/2024,16/04/2025,Economy,Pending,PayPal,984.17
AB06135,PAX06135,FL371,Cobbshire,Alvareztown,23/07/2023,05/02/2025,Business,Confirmed,PayPal,383.08
AB06136,PAX06136,FL984,New Wendy,Paulaport,02/02/2024,14/12/2025,First Class,Canceled,Net Banking,760.07
AB06137,PAX06137,FL753,Port Anthonyville,South Derek,01/04/2023,17/10/2025,First Class,Confirmed,UPI,220.63
AB06138,PAX06138,FL124,Lake Duane,Port Katherine,28/12/2023,17/05/2025,Business,No-Show,Net Banking,528
AB06139,PAX06139,FL946,South Barbarashire,Joshuaside,11/10/2023,04/06/2025,Economy,No-Show,PayPal,953.37
AB06140,PAX06140,FL697,West Christina,Wintersmouth,20/09/2024,01/07/2025,First Class,Pending,Credit Card,1010.4
AB06141,PAX06141,FL513,Rogerschester,Lake Dannyland,25/02/2023,26/02/2023,Economy,Confirmed,Net Banking,113.8
AB06142,PAX06142,FL662,West Ronniechester,Stephenbury,01/11/2024,29/01/2025,First Class,Confirmed,UPI,439.97
AB06143,PAX06143,FL860,Rebeccaville,West Andreaview,01/02/2023,08/10/2025,First Class,No-Show,Net Banking,493.73
AB06144,PAX06144,FL723,Rosstown,Vincentberg,06/12/2023,09/01/2024,Economy,No-Show,PayPal,450.78
AB06145,PAX06145,FL479,Thomasshire,Lake Katherinefort,21/02/2023,03/03/2023,First Class,Canceled,UPI,1427.22
AB06146,PAX06146,FL453,Ewingside,New Brent,28/01/2025,14/02/2025,First Class,Pending,UPI,1376.91
AB06147,PAX06147,FL221,Port Stevenbury,New Sheila,04/12/2023,24/10/2025,Economy,Pending,Net Banking,204.6
AB06148,PAX06148,FL941,North Darrell,South Dennis,29/07/2023,16/12/2025,Business,Confirmed,PayPal,807.38
AB06149,PAX06149,FL152,Karinaville,Lake Nicole,04/09/2024,14/09/2024,First Class,Pending,Net Banking,849.33
AB06150,PAX06150,FL266,West Jasmineview,Juanport,21/03/2023,08/01/2026,Economy,Pending,Net Banking,951.15
AB06151,PAX06151,FL426,Port Kayla,Russellmouth,04/07/2023,18/06/2025,Economy,No-Show,Net Banking,676.86
AB06152,PAX06152,FL307,Craigport,Blanchardland,31/03/2023,15/04/2023,First Class,No-Show,PayPal,1103.21
AB06153,PAX06153,FL669,West Michelletown,East Jasminefort,29/09/2024,16/12/2025,First Class,Canceled,PayPal,700.94
AB06154,PAX06154,FL500,Port Melanie,New Austinton,16/04/2023,27/06/2025,Economy,No-Show,UPI,230.28
AB06155,PAX06155,FL350,New Kathleen,Lake Coryton,24/07/2024,29/08/2025,First Class,Canceled,Net Banking,1466.5
AB06156,PAX06156,FL982,West Tiffany,West Brianmouth,08/02/2024,14/11/2025,Economy,Confirmed,Net Banking,799.64
AB06157,PAX06157,FL578,Heatherstad,New Sarah,23/01/2025,30/01/2025,Economy,Canceled,Credit Card,430.09
AB06158,PAX06158,FL217,South Alexandratown,East Eric,19/10/2024,18/12/2024,First Class,Pending,Net Banking,1464.38
AB06159,PAX06159,FL191,Snyderland,New Catherinestad,17/06/2024,16/08/2024,First Class,Canceled,Credit Card,1176.95
AB06160,PAX06160,FL996,West Sherry,Lake Kristy,03/10/2024,16/11/2024,Business,Canceled,UPI,1350.63
AB06161,PAX06161,FL743,Ericborough,South Carmen,15/02/2023,17/02/2023,First Class,No-Show,Credit Card,727.1
AB06162,PAX06162,FL655,Claudiaton,West Brandonfurt,11/04/2024,30/11/2025,Economy,Canceled,Credit Card,1074.4
AB06163,PAX06163,FL164,Port Nicolehaven,Port Kristi,11/09/2024,27/10/2024,First Class,Confirmed,UPI,268.94
AB06164,PAX06164,FL341,Pricehaven,Daniellestad,04/11/2024,31/12/2024,Economy,Pending,Credit Card,379.03
AB06165,PAX06165,FL761,West Brian,West Adam,01/05/2024,19/06/2024,First Class,No-Show,Credit Card,1297.66
AB06166,PAX06166,FL254,Amberfort,Lake Johnburgh,01/10/2024,24/11/2024,Business,Pending,UPI,1487.41
AB06167,PAX06167,FL833,West Amy,Port Brian,13/01/2025,25/09/2025,Economy,Confirmed,Credit Card,132.25
AB06168,PAX06168,FL669,Lindatown,West Sheilaland,14/11/2023,11/01/2026,Business,No-Show,Net Banking,1102.98
AB06169,PAX06169,FL155,East Katelynmouth,Lake Arthurborough,11/01/2024,27/01/2024,Business,Confirmed,Credit Card,1313.66
AB06170,PAX06170,FL900,Davidbury,Port Spencer,06/12/2023,16/05/2025,First Class,Canceled,Credit Card,1140.4
AB06171,PAX06171,FL529,Douglasbury,West Victoria,13/01/2025,27/07/2025,First Class,Confirmed,UPI,429.47
AB06172,PAX06172,FL171,West Jessica,Torresmouth,06/11/2023,10/11/2023,Business,Confirmed,PayPal,287.04
AB06173,PAX06173,FL707,Lake Nicole,New Brandy,10/11/2023,10/12/2023,First Class,Pending,Credit Card,502.66
AB06174,PAX06174,FL836,Pricemouth,Ballardbury,26/06/2024,13/07/2024,Business,Pending,Credit Card,1192.95
AB06175,PAX06175,FL793,Vargaschester,Stuartmouth,12/08/2023,26/08/2023,First Class,Pending,UPI,1338.9
AB06176,PAX06176,FL466,Spencerton,Josephville,18/07/2024,07/02/2025,Business,Pending,Net Banking,332.8
AB06177,PAX06177,FL605,East Brian,West Phillip,04/09/2024,06/10/2024,Economy,Confirmed,UPI,639.95
AB06178,PAX06178,FL550,Jonathanport,West Marystad,26/07/2023,28/07/2023,Economy,No-Show,Credit Card,1373.92
AB06179,PAX06179,FL854,New Philliptown,Williamschester,02/03/2023,18/03/2025,Economy,Canceled,Credit Card,1151.26
AB06180,PAX06180,FL575,Joshuaport,Sallyburgh,15/08/2024,30/09/2024,First Class,Pending,Net Banking,563.39
AB06181,PAX06181,FL785,South Robert,New Susanfurt,21/12/2023,18/01/2024,Economy,No-Show,PayPal,311.39
AB06182,PAX06182,FL318,North Tammyberg,Port Jimmy,16/09/2023,30/06/2025,Business,No-Show,Net Banking,207.59
AB06183,PAX06183,FL113,Thomasmouth,New Sergio,20/01/2025,17/09/2025,Economy,Canceled,Credit Card,990.33
AB06184,PAX06184,FL841,Anthonyborough,New Wesley,12/07/2024,13/05/2025,First Class,Pending,PayPal,686.58
AB06185,PAX06185,FL667,Donaldton,North Andrewfort,08/06/2023,22/06/2023,First Class,Canceled,UPI,840.73
AB06186,PAX06186,FL265,South Jeremy,Lake Rebecca,25/04/2023,03/06/2023,Business,No-Show,Net Banking,1284
AB06187,PAX06187,FL950,Lake David,Port Lisa,23/08/2023,02/03/2025,Economy,Canceled,Net Banking,736.9
AB06188,PAX06188,FL821,Rodgershaven,Meganside,29/05/2024,16/07/2024,Economy,No-Show,PayPal,1394.69
AB06189,PAX06189,FL818,Port Sonyaburgh,North Pamelaberg,06/12/2024,12/06/2025,Business,No-Show,PayPal,1479.49
AB06190,PAX06190,FL871,Christinehaven,Charlesburgh,16/07/2024,10/09/2024,First Class,Canceled,UPI,1206.66
AB06191,PAX06191,FL567,Fitzgeraldstad,Port Kristenland,25/12/2024,08/01/2025,First Class,No-Show,Net Banking,326.07
AB06192,PAX06192,FL678,Jeromeport,Pricemouth,11/06/2023,07/08/2023,Economy,Pending,UPI,592.27
AB06193,PAX06193,FL220,New Brandon,Davidfort,24/09/2024,02/08/2025,Economy,No-Show,Net Banking,1095.54
AB06194,PAX06194,FL787,North Jeffreyville,West Ernest,14/11/2024,15/12/2025,First Class,No-Show,Credit Card,304.9
AB06195,PAX06195,FL300,Parrishville,Katieberg,27/07/2024,,Economy,No-Show,Net Banking,929.67
AB06196,PAX06196,FL882,Jenniferville,West Barbara,23/04/2023,07/08/2025,First Class,No-Show,PayPal,668.54
AB06197,PAX06197,FL975,Feliciaton,New Johnmouth,17/01/2024,18/03/2025,Economy,Canceled,UPI,1108.7
AB06198,PAX06198,FL357,Lake Christine,South Michael,25/06/2023,15/10/2025,Business,Confirmed,Net Banking,1118.25
AB06199,PAX06199,FL191,Arroyoside,Stevenside,04/12/2023,28/01/2024,Economy,No-Show,Credit Card,482.35
AB06200,PAX06200,FL529,Johntown,North Edwardton,03/03/2024,08/04/2024,Economy,Confirmed,PayPal,1059.5
AB06201,PAX06201,FL600,East Scottfurt,Port Alexmouth,27/03/2023,04/10/2025,Economy,No-Show,PayPal,740.86
AB06202,PAX06202,FL368,West Angelafurt,North Brittany,15/03/2023,14/07/2025,Business,Pending,PayPal,216.22
AB06203,PAX06203,FL475,Lake Nataliechester,New Amyfurt,23/09/2024,13/11/2024,First Class,No-Show,UPI,538.07
